ID,Counties,Absentee by Mail Votes,Advance Voting Votes,Election Day Votes,Provisional Votes,Total
Wilkes Edward B Pope Center,Edward B Pope Center,7,91,62,0,160
Wilkes Rayle City Hall,Rayle City Hall,1,64,173,0,238
Wilkes Courthouse,Courthouse,15,288,103,1,407
Wilkes Tignall Sch Lunch Rm,Tignall Sch Lunch Rm,4,113,238,0,355
Wilkenson Bloodworth,Bloodworth,5,65,216,0,286
Wilkenson Griffin,Griffin,4,22,85,0,111
Wilkenson High Hill,High Hill,1,16,83,0,100
Wilkenson Irwinton,Irwinton,8,123,115,0,246
Wilkenson Ivey,Ivey,16,90,320,0,426
Wilkenson Lord,Lord,10,77,180,0,267
Wilkenson Midway,Midway,8,46,54,0,108
Wilkenson Ramah,Ramah,18,155,341,0,514
Wilkenson Turkey Creek,Turkey Creek,5,42,167,0,214
Worth Sylvester ,Sylvester ,12,288,212,1,513
Worth Scooterville ,Scooterville ,2,86,267,0,355
Worth Minton,Minton,13,245,350,1,609
Worth Bridgeboro,Bridgeboro,8,146,227,0,381
Worth County Line,County Line,5,114,197,0,316
Worth Isabella ,Isabella ,13,230,260,0,503
Worth Sylvester East,Sylvester East,19,409,390,2,820
Worth Poulan ,Poulan ,5,167,274,0,446
Worth Sumner,Sumner,6,156,283,1,446
Worth Red Rock,Red Rock,8,134,315,0,457
Worth Doles,Doles,4,69,140,1,214
Worth Warwick,Warwick,7,77,272,0,356
