ID,Counties,Absentee by Mail Votes,Advance Voting Votes,Election Day Votes,Provisional Votes,Total
Fulton JC18,JC18,61,577,152,0,790
Fulton JC19A,JC19A,51,665,142,1,859
Fulton JC19,JC19,40,304,103,1,448
Fulton ML01A,ML01A,36,524,149,2,711
Fulton ML01B,ML01B,5,103,24,1,133
Fulton ML01C,ML01C,4,21,3,0,28
Fulton ML02A,ML02A,53,265,95,0,413
Fulton ML02B,ML02B,30,288,53,0,371
Fulton ML03,ML03,45,457,157,1,660
Fulton ML03A,ML03A,8,62,12,0,82
Fulton ML04,ML04,50,537,138,1,726
Fulton ML05,ML05,86,877,289,4,1256
Fulton ML06A,ML06A,42,391,180,2,615
Fulton ML06B,ML06B,57,646,237,3,943
Fulton ML07A,ML07A,7,113,52,1,173
Fulton ML07B,ML07B,18,229,70,1,318
Fulton MP01,MP01,10,31,121,0,162
Fulton PA01,PA01,39,851,235,1,1126
Fulton RW01,RW01,123,920,284,4,1331
Fulton RW02,RW02,81,844,307,2,1234
Fulton RW03,RW03,15,82,39,0,136
Fulton RW03B,RW03B,38,394,143,2,577
Fulton RW03A,RW03A,13,134,41,0,188
Fulton RW03C,RW03C,25,367,147,4,543
Fulton RW04,RW04,45,483,110,0,638
Fulton RW05,RW05,34,362,200,0,596
Fulton RW05A,RW05A,19,149,80,1,249
Fulton RW06,RW06,49,685,264,0,998
Fulton RW07A,RW07A,20,226,192,0,438
Fulton RW07B,RW07B,7,55,66,0,128
Fulton RW08,RW08,62,392,137,0,591
Fulton RW09,RW09,100,615,214,1,930
Fulton RW09A,RW09A,53,404,139,1,597
Fulton RW10,RW10,58,442,170,0,670
Fulton RW10A,RW10A,26,198,41,0,265
Fulton RW11A,RW11A,62,575,187,0,824
Fulton RW11B,RW11B,0,0,0,0,0
Fulton RW12,RW12,57,542,234,0,833
Fulton RW12A,RW12A,63,643,204,1,911
Fulton RW13,RW13,53,769,275,0,1097
Fulton RW16,RW16,49,435,137,1,622
Fulton RW17,RW17,48,695,287,0,1030
Fulton RW19,RW19,48,373,130,0,551
Fulton RW20,RW20,36,701,149,1,887
Fulton RW21,RW21,4,17,2,1,24
Fulton RW21A,RW21A,53,606,137,1,797
Fulton RW22A,RW22A,67,961,357,3,1388
Fulton RW22C,RW22C,0,0,0,0,0
Fulton RW22B,RW22B,0,0,0,0,0
Fulton SC01A,SC01A,0,14,3,0,17
Fulton SC01B,SC01B,50,1084,223,0,1357
Fulton SC01C,SC01C,63,1281,166,0,1510
Fulton SC02,SC02,17,402,28,0,447
Fulton SC02A,SC02A,14,397,49,0,460
Fulton SC04,SC04,9,313,90,0,412
Fulton SC05A,SC05A,16,268,70,0,354
Fulton SC05B,SC05B,21,526,92,7,646
Fulton SC05C,SC05C,38,1124,240,1,1403
Fulton SC05D,SC05D,48,1322,286,3,1659
Fulton SC05E,SC05E,19,246,56,0,321
Fulton SC07A,SC07A,113,1614,318,3,2048
Fulton SC07B,SC07B,0,1,0,0,1
Fulton SC07C,SC07C,0,5,0,0,5
Fulton SC07D,SC07D,10,340,81,2,433
Fulton SC07E,SC07E,48,663,140,2,853
Fulton SC08A,SC08A,0,3,0,0,3
Fulton SC08J,SC08J,2,12,4,0,18
Fulton SC08B,SC08B,77,1467,379,1,1924
Fulton SC08I,SC08I,4,53,16,0,73
Fulton SC08C,SC08C,1,43,6,0,50
Fulton SC08D,SC08D,13,211,48,0,272
Fulton SC08E,SC08E,4,236,93,2,335
Fulton SC08F,SC08F,9,251,50,0,310
Fulton SC08G,SC08G,0,2,0,0,2
Fulton SC08H,SC08H,0,0,0,0,0
Fulton SC09A,SC09A,31,528,141,0,700
Fulton SC09B,SC09B,64,742,167,1,974
Fulton SC09C,SC09C,55,580,162,3,800
Fulton SC10,SC10,27,344,158,6,535
Fulton SC11A,SC11A,36,580,165,0,781
Fulton SC11B,SC11B,60,612,181,4,857
Fulton SC13,SC13,36,832,163,0,1031
Fulton SC13A,SC13A,23,399,88,1,511
Fulton SC14A,SC14A,18,309,61,1,389
Fulton SC15,SC15,84,1400,375,2,1861
Fulton SC15A,SC15A,58,1539,331,4,1932
Fulton SC16A,SC16A,49,1175,263,3,1490
Fulton SC16B,SC16B,60,1062,224,4,1350
Fulton SC17A,SC17A,1,26,7,0,34
Fulton SC17B,SC17B,0,0,0,0,0
Fulton SC17C,SC17C,13,499,97,0,609
Fulton SC18A,SC18A,28,224,41,0,293
Fulton SC18B,SC18B,35,617,114,3,769
Fulton SC18C,SC18C,42,897,124,2,1065
Fulton SC18D,SC18D,4,181,24,1,210
Fulton SC19A,SC19A,3,91,13,0,107
Fulton SC19B,SC19B,33,418,151,0,602
Fulton SC20,SC20,63,1416,174,2,1655
Fulton SC211,SC211,33,714,221,0,968
Fulton SC212,SC212,85,1474,451,3,2013
Fulton SC21A,SC21A,0,0,0,0,0
Fulton SC23A,SC23A,94,1151,447,0,1692
Fulton SC23B,SC23B,19,180,60,2,261
Fulton SC23C,SC23C,52,761,282,1,1096
Fulton SC27,SC27,72,866,183,0,1121
Fulton SC29A,SC29A,71,961,333,4,1369
Fulton SC29B,SC29B,0,0,0,1,1
Fulton SC30A,SC30A,19,71,8,0,98
Fulton SC30B,SC30B,22,330,70,2,424
Fulton SC31,SC31,3,148,36,0,187
Fulton SC32,SC32,2,5,4,0,11
Fulton SC33,SC33,1,8,1,0,10
Fulton SS01,SS01,98,726,187,0,1011
Fulton SS01A,SS01A,35,244,39,0,318
Fulton SS02A,SS02A,29,296,87,1,413
Fulton SS02B,SS02B,14,339,95,2,450
Fulton SS03A,SS03A,15,181,78,0,274
Fulton SS03,SS03,25,158,48,1,232
Fulton SS04A,SS04A,1,46,14,0,61
Fulton SS04,SS04,86,820,284,2,1192
Fulton SS05,SS05,45,481,119,1,646
Fulton SS06,SS06,50,395,95,0,540
Fulton SS07A,SS07A,42,294,36,0,372
Fulton SS07B,SS07B,16,221,80,0,317
Fulton SS07C,SS07C,29,145,32,0,206
Fulton SS07D,SS07D,0,0,0,0,0
Fulton SS08A,SS08A,36,314,244,1,595
Fulton SS08B,SS08B,18,155,40,2,215
Fulton SS08E,SS08E,9,88,24,0,121
Fulton SS08C,SS08C,9,173,59,0,241
Fulton SS08D,SS08D,35,360,120,2,517
Fulton SS09A,SS09A,110,640,122,0,872
Fulton SS09B,SS09B,126,822,140,1,1089
Fulton SS11A,SS11A,76,780,319,6,1181
Fulton SS11B,SS11B,33,270,113,2,418
Fulton SS11C,SS11C,0,91,47,1,139
Fulton SS11D,SS11D,12,93,16,0,121
Fulton SS12,SS12,85,586,179,2,852
Fulton SS13A,SS13A,37,413,183,1,634
Fulton SS13B,SS13B,25,246,109,2,382
Fulton SS14,SS14,25,253,86,1,365
Fulton SS15A,SS15A,27,479,257,2,765
Fulton SS15B,SS15B,24,305,194,0,523
Fulton SS16,SS16,54,442,114,1,611
Fulton SS17,SS17,88,636,262,1,987
Fulton SS18A,SS18A,14,90,15,0,119
Fulton SS18C,SS18C,10,64,18,0,92
Fulton SS18B,SS18B,10,62,20,0,92
Fulton SS19A,SS19A,40,698,285,1,1024
Fulton SS19B,SS19B,35,560,131,0,726
Fulton SS20,SS20,40,501,166,2,709
Fulton SS22,SS22,77,483,151,1,712
Fulton SS26,SS26,47,760,335,6,1148
Fulton SS29A,SS29A,80,619,236,4,939
Fulton SS29B,SS29B,0,0,0,0,0
Fulton SS31,SS31,51,452,123,1,627
Fulton UC01A,UC01A,55,925,331,6,1317
Fulton UC01B,UC01B,3,85,45,0,133
Fulton UC01C,UC01C,0,1,0,0,1
Fulton UC01D,UC01D,0,0,0,0,0
Fulton UC01E,UC01E,13,231,66,1,311
Fulton UC02A,UC02A,44,233,52,2,331
Fulton UC02E,UC02E,79,1543,425,2,2049
Fulton UC02B,UC02B,0,7,4,0,11
Fulton UC02C,UC02C,3,20,19,0,42
Fulton UC02D,UC02D,65,1321,336,9,1731
Fulton UC031,UC031,69,690,251,2,1012
Fulton UC032,UC032,16,134,49,0,199
Fulton UC033,UC033,0,0,0,0,0
Fulton UC035,UC035,0,2,0,0,2
Gilmer Ellijay South,Ellijay South,48,179,78,0,305
Gilmer Cartecay,Cartecay,18,60,31,0,109
Gilmer Tails Creek,Tails Creek,8,53,38,0,99
Gilmer Town Creek,Town Creek,15,24,44,0,83
Gilmer Leaches,Leaches,35,194,63,0,292
Gilmer Cherry Log,Cherry Log,16,60,50,0,126
Gilmer Boardtown,Boardtown,21,89,41,0,151
Gilmer Mountaintown,Mountaintown,12,61,43,0,116
Gilmer East Ellijay,East Ellijay,18,87,35,0,140
Gilmer Ellijay North,Ellijay North,12,84,36,1,133
Gilmer Yukon,Yukon,6,59,37,0,102
Gilmer Roy Road,Roy Road,22,92,41,0,155
Gilmer Ellijay Northeast,Ellijay Northeast,32,130,37,0,199
Glascock Edgehill,Edgehill,0,5,2,0,7
Glascock Gibson,Gibson,3,19,15,0,37
Glascock Mill,Mill,1,14,5,0,20
Glascock Mitchell,Mitchell,1,3,21,0,25
Glynn SES,SES,73,357,134,1,565
Glynn BRK,BRK,41,311,130,0,482
Glynn MAR,MAR,32,247,124,0,403
Glynn BLY,BLY,20,118,50,1,189
Glynn NSSI,NSSI,70,629,147,0,846
Glynn CSSI,CSSI,111,769,154,0,1034
Glynn SSSI,SSSI,75,640,95,0,810
Glynn JI,JI,29,71,117,0,217
Glynn COG,COG,55,352,159,1,567
Glynn SEB,SEB,16,153,83,2,254
Glynn GICCA,GICCA,52,227,137,0,416
Glynn NGLY,NGLY,65,329,141,0,535
Glynn BAL,BAL,43,286,143,0,472
Glynn NSB,NSB,99,465,262,0,826
Glynn THE,THE,78,365,166,0,609
Glynn CPM,CPM,71,308,162,0,541
Glynn HCP,HCP,74,493,226,3,796
Glynn UPP,UPP,147,556,280,0,983
Glynn ARCO,ARCO,32,127,74,1,234
Gordon Sugar Valley,Sugar Valley,3,36,33,0,72
Gordon Plainville,Plainville,16,47,62,1,126
Gordon Sonoraville,Sonoraville,17,157,150,0,324
Gordon Pine Chapel,Pine Chapel,6,22,22,0,50
Gordon Oostanaula,Oostanaula,5,29,30,0,64
Gordon Oakman,Oakman,2,29,43,0,74
Gordon Gordon County,Gordon County,36,239,183,1,459
Gordon Calhoun City,Calhoun City,78,644,344,0,1066
Gordon Lily Pond,Lily Pond,13,62,53,0,128
Gordon Fairmount,Fairmount,5,39,56,0,100
Gordon Red Bud,Red Bud,18,105,83,0,206
Gordon Resaca,Resaca,8,24,42,0,74
Grady Blowing Cave,Blowing Cave,5,30,23,0,58
Grady Cairo 4th District,Cairo 4th District,93,531,262,1,887
Grady Cairo 5th District,Cairo 5th District,39,283,143,0,465
Grady Duncanville ,Duncanville ,14,56,22,0,92
Grady Higdon,Higdon,15,61,72,0,148
Grady Limesink,Limesink,3,25,3,0,31
Grady Midway,Midway,14,103,37,0,154
Grady Pine Park ,Pine Park ,11,64,62,0,137
Grady Ragan,Ragan,8,46,29,0,83
Grady Spence,Spence,3,20,13,0,36
Grady Spring Hill,Spring Hill,6,17,12,0,35
Grady Whigham,Whigham,16,73,49,0,138
Grady Woodland,Woodland,17,109,32,0,158
Greene Greensboro,Greensboro,132,669,328,0,1129
Greene Union Point,Union Point,51,192,249,0,492
Greene Siloam,Siloam,19,95,143,0,257
Greene White Plains,White Plains,12,52,43,0,107
Greene Old Salem,Old Salem,144,780,151,0,1075
Gwinnett HARBINS A,HARBINS A,130,1486,570,1,2187
Gwinnett ROCKBRIDGE A,ROCKBRIDGE A,103,1084,395,3,1585
Gwinnett DACULA,DACULA,109,938,344,4,1395
Gwinnett SUWANEE A,SUWANEE A,29,348,167,1,545
Gwinnett BAYCREEK A,BAYCREEK A,57,453,262,1,773
Gwinnett GOODWINS A,GOODWINS A,102,608,384,1,1095
Gwinnett DULUTH A,DULUTH A,159,1047,407,2,1615
Gwinnett DUNCANS A,DUNCANS A,104,687,236,2,1029
Gwinnett PUCKETTS A,PUCKETTS A,78,807,238,0,1123
Gwinnett CATES A,CATES A,62,425,131,0,618
Gwinnett BERKSHIRE A,BERKSHIRE A,61,374,251,1,687
Gwinnett BERKSHIRE B,BERKSHIRE B,110,1041,410,1,1562
Gwinnett DUNCANS C,DUNCANS C,43,348,184,1,576
Gwinnett GARNERS A,GARNERS A,68,682,266,0,1016
Gwinnett LAWRENCEVILLE A,LAWRENCEVILLE A,108,610,317,0,1035
Gwinnett LAWRENCEVILLE B,LAWRENCEVILLE B,150,1108,426,0,1684
Gwinnett MARTINS A,MARTINS A,72,483,361,2,918
Gwinnett MARTINS B,MARTINS B,44,431,364,0,839
Gwinnett MARTINS C,MARTINS C,65,411,313,0,789
Gwinnett PINCKNEYVILLE A,PINCKNEYVILLE A,54,414,316,1,785
Gwinnett PINCKNEYVILLE B,PINCKNEYVILLE B,62,570,281,2,915
Gwinnett PINCKNEYVILLE C,PINCKNEYVILLE C,77,383,220,0,680
Gwinnett PINCKNEYVILLE D,PINCKNEYVILLE D,25,299,206,1,531
Gwinnett SUGAR HILL A,SUGAR HILL A,65,521,274,1,861
Gwinnett SUGAR HILL B,SUGAR HILL B,95,728,501,1,1325
Gwinnett HOG MOUNTAIN A,HOG MOUNTAIN A,118,790,504,1,1413
Gwinnett HOG MOUNTAIN B,HOG MOUNTAIN B,107,710,370,1,1188
Gwinnett ROCKYCREEK A,ROCKYCREEK A,92,1044,419,4,1559
Gwinnett CATES B,CATES B,23,242,138,1,404
Gwinnett CATES C,CATES C,61,642,273,0,976
Gwinnett HOG MOUNTAIN D,HOG MOUNTAIN D,79,411,224,0,714
Gwinnett BERKSHIRE D,BERKSHIRE D,64,554,236,0,854
Gwinnett BERKSHIRE E,BERKSHIRE E,47,353,161,0,561
Gwinnett BERKSHIRE F,BERKSHIRE F,44,266,223,0,533
Gwinnett CATES D,CATES D,92,667,409,0,1168
Gwinnett CATES E,CATES E,90,614,243,1,948
Gwinnett PINCKNEYVILLE E,PINCKNEYVILLE E,29,293,247,1,570
Gwinnett PINCKNEYVILLE F,PINCKNEYVILLE F,49,353,312,0,714
Gwinnett DUNCANS D,DUNCANS D,164,847,386,1,1398
Gwinnett PINCKNEYVILLE H,PINCKNEYVILLE H,126,1021,323,0,1470
Gwinnett BAYCREEK B,BAYCREEK B,142,1388,674,1,2205
Gwinnett LAWRENCEVILLE C,LAWRENCEVILLE C,61,385,216,0,662
Gwinnett MARTINS D,MARTINS D,48,323,248,0,619
Gwinnett ROCKBRIDGE B,ROCKBRIDGE B,93,957,389,0,1439
Gwinnett GARNERS B,GARNERS B,82,772,305,1,1160
Gwinnett CATES F,CATES F,48,212,170,0,430
Gwinnett CATES G,CATES G,85,479,271,1,836
Gwinnett DULUTH B,DULUTH B,94,529,227,2,852
Gwinnett GARNERS C,GARNERS C,31,355,199,0,585
Gwinnett PINCKNEYVILLE I,PINCKNEYVILLE I,33,334,219,2,588
Gwinnett PINCKNEYVILLE J,PINCKNEYVILLE J,32,370,222,0,624
Gwinnett BERKSHIRE G,BERKSHIRE G,27,523,154,1,705
Gwinnett CATES H,CATES H,71,786,400,1,1258
Gwinnett SUGAR HILL C,SUGAR HILL C,74,647,357,0,1078
Gwinnett SUGAR HILL D,SUGAR HILL D,82,640,234,0,956
Gwinnett DULUTH C,DULUTH C,57,367,167,0,591
Gwinnett DULUTH D,DULUTH D,103,897,361,3,1364
Gwinnett PINCKNEYVILLE K,PINCKNEYVILLE K,47,525,320,2,894
Gwinnett PINCKNEYVILLE N,PINCKNEYVILLE N,47,699,464,0,1210
Gwinnett LAWRENCEVILLE D,LAWRENCEVILLE D,63,829,395,5,1292
Gwinnett LAWRENCEVILLE E,LAWRENCEVILLE E,68,341,164,1,574
Gwinnett PINCKNEYVILLE L,PINCKNEYVILLE L,77,386,169,0,632
Gwinnett PINCKNEYVILLE M,PINCKNEYVILLE M,70,385,185,0,640
Gwinnett GARNERS D,GARNERS D,97,885,356,1,1339
Gwinnett BERKSHIRE H,BERKSHIRE H,28,273,162,0,463
Gwinnett PINCKNEYVILLE O,PINCKNEYVILLE O,42,534,301,0,877
Gwinnett PUCKETTS E,PUCKETTS E,104,987,377,2,1470
Gwinnett CATES I,CATES I,89,637,377,0,1103
Gwinnett CATES J,CATES J,74,668,354,0,1096
Gwinnett GOODWINS B,GOODWINS B,77,536,329,0,942
Gwinnett LAWRENCEVILLE F,LAWRENCEVILLE F,83,963,322,1,1369
Gwinnett MARTINS E,MARTINS E,107,863,527,6,1503
Gwinnett PINCKNEYVILLE P,PINCKNEYVILLE P,60,374,200,1,635
Gwinnett PINCKNEYVILLE Q,PINCKNEYVILLE Q,25,250,262,0,537
Gwinnett ROCKBRIDGE C,ROCKBRIDGE C,150,1605,498,0,2253
Gwinnett ROCKBRIDGE D,ROCKBRIDGE D,94,1086,348,0,1528
Gwinnett GOODWINS C,GOODWINS C,152,900,509,1,1562
Gwinnett BAYCREEK K,BAYCREEK K,84,781,368,0,1233
Gwinnett CATES K,CATES K,53,436,299,0,788
Gwinnett BAYCREEK C,BAYCREEK C,147,1456,688,3,2294
Gwinnett CATES L,CATES L,96,844,375,0,1315
Gwinnett DULUTH E,DULUTH E,99,994,481,2,1576
Gwinnett GOODWINS D,GOODWINS D,89,522,442,0,1053
Gwinnett LAWRENCEVILLE G,LAWRENCEVILLE G,68,493,356,1,918
Gwinnett LAWRENCEVILLE H,LAWRENCEVILLE H,100,679,312,1,1092
Gwinnett MARTINS F,MARTINS F,37,381,256,0,674
Gwinnett PINCKNEYVILLE S,PINCKNEYVILLE S,72,464,336,1,873
Gwinnett ROCKBRIDGE E,ROCKBRIDGE E,114,978,487,1,1580
Gwinnett SUGAR HILL E,SUGAR HILL E,76,553,211,2,842
Gwinnett LAWRENCEVILLE I,LAWRENCEVILLE I,69,537,319,0,925
Gwinnett BAYCREEK D,BAYCREEK D,116,924,432,4,1476
Gwinnett BERKSHIRE J,BERKSHIRE J,49,501,236,0,786
Gwinnett CATES M,CATES M,100,662,378,0,1140
Gwinnett CATES N,CATES N,52,340,193,0,585
Gwinnett DULUTH F,DULUTH F,124,1083,516,4,1727
Gwinnett DULUTH G,DULUTH G,70,451,219,0,740
Gwinnett GOODWINS E,GOODWINS E,106,829,451,1,1387
Gwinnett GOODWINS F,GOODWINS F,70,517,254,0,841
Gwinnett PINCKNEYVILLE T,PINCKNEYVILLE T,61,489,328,0,878
Gwinnett SUWANEE B,SUWANEE B,90,878,236,1,1205
Gwinnett PINCKNEYVILLE U,PINCKNEYVILLE U,43,324,256,0,623
Gwinnett PUCKETTS B,PUCKETTS B,50,359,150,0,559
Gwinnett BERKSHIRE L,BERKSHIRE L,60,442,328,2,832
Gwinnett ROCKBRIDGE F,ROCKBRIDGE F,124,1841,528,0,2493
Gwinnett SUGAR HILL F,SUGAR HILL F,67,505,336,0,908
Gwinnett SUWANEE C,SUWANEE C,130,922,382,3,1437
Gwinnett CATES O,CATES O,24,221,133,0,378
Gwinnett BAYCREEK E,BAYCREEK E,103,681,397,2,1183
Gwinnett BERKSHIRE M,BERKSHIRE M,31,327,154,1,513
Gwinnett MARTINS G,MARTINS G,35,294,261,0,590
Gwinnett DULUTH H,DULUTH H,92,480,218,0,790
Gwinnett BERKSHIRE N,BERKSHIRE N,94,683,219,0,996
Gwinnett PINCKNEYVILLE V,PINCKNEYVILLE V,25,270,145,0,440
Gwinnett PINCKNEYVILLE W,PINCKNEYVILLE W,78,668,351,0,1097
Gwinnett MARTINS H,MARTINS H,122,691,479,0,1292
Gwinnett MARTINS I,MARTINS I,72,556,360,0,988
Gwinnett MARTINS J,MARTINS J,54,579,451,0,1084
Gwinnett GARNERS F,GARNERS F,38,329,141,0,508
Gwinnett BERKSHIRE O,BERKSHIRE O,59,381,238,0,678
Gwinnett BERKSHIRE P,BERKSHIRE P,33,182,142,1,358
Gwinnett PINCKNEYVILLE X,PINCKNEYVILLE X,115,772,233,1,1121
Gwinnett ROCKBRIDGE G,ROCKBRIDGE G,154,1632,559,4,2349
Gwinnett PINCKNEYVILLE Y,PINCKNEYVILLE Y,41,428,281,1,751
Gwinnett GOODWINS G,GOODWINS G,47,389,320,0,756
Gwinnett PINCKNEYVILLE Z,PINCKNEYVILLE Z,61,272,175,0,508
Gwinnett PINCKNEYVILLE A1,PINCKNEYVILLE A1,83,469,205,0,757
Gwinnett LAWRENCEVILLE J,LAWRENCEVILLE J,57,426,254,0,737
Gwinnett GOODWINS H,GOODWINS H,58,427,274,1,760
Gwinnett DUNCANS B,DUNCANS B,95,744,398,1,1238
Gwinnett SUWANEE D,SUWANEE D,92,632,308,3,1035
Gwinnett SUWANEE E,SUWANEE E,95,713,252,2,1062
Gwinnett LAWRENCEVILLE K,LAWRENCEVILLE K,73,499,310,0,882
Gwinnett HARBINS B,HARBINS B,81,777,286,1,1145
Gwinnett BAYCREEK F,BAYCREEK F,122,1096,561,1,1780
Gwinnett PUCKETTS C,PUCKETTS C,51,415,217,0,683
Gwinnett HOG MOUNTAIN C,HOG MOUNTAIN C,91,591,277,2,961
Gwinnett ROCKYCREEK B,ROCKYCREEK B,81,722,354,1,1158
Gwinnett DULUTH I,DULUTH I,136,640,292,0,1068
Gwinnett MARTINS K,MARTINS K,109,958,607,5,1679
Gwinnett SUWANEE H,SUWANEE H,87,516,198,1,802
Gwinnett SUGAR HILL G,SUGAR HILL G,66,382,134,0,582
Gwinnett SUWANEE F,SUWANEE F,98,642,299,2,1041
Gwinnett LAWRENCEVILLE L,LAWRENCEVILLE L,119,851,496,1,1467
Gwinnett LAWRENCEVILLE M,LAWRENCEVILLE M,104,1552,655,1,2312
Gwinnett BAYCREEK G,BAYCREEK G,166,1779,817,3,2765
Gwinnett BAYCREEK H,BAYCREEK H,207,1582,685,3,2477
Gwinnett BAYCREEK I,BAYCREEK I,129,1129,502,3,1763
Gwinnett BERKSHIRE Q,BERKSHIRE Q,37,272,153,0,462
Gwinnett GOODWINS I,GOODWINS I,47,422,254,0,723
Gwinnett DULUTH K,DULUTH K,39,399,197,2,637
Gwinnett HARBINS C,HARBINS C,38,558,293,2,891
Gwinnett ROCKYCREEK C,ROCKYCREEK C,69,828,405,1,1303
Gwinnett LAWRENCEVILLE N,LAWRENCEVILLE N,35,356,205,0,596
Gwinnett PUCKETTS D,PUCKETTS D,75,495,194,3,767
Gwinnett SUWANEE G,SUWANEE G,93,633,377,2,1105
Gwinnett BAYCREEK J,BAYCREEK J,106,1058,580,0,1744
Habersham Habersham North,Habersham North,98,605,117,0,820
Habersham Habersham South,Habersham South,81,342,214,0,637
Habersham Demorest,Demorest,33,198,88,0,319
Habersham Town of Mount Airy,Town of Mount Airy,8,41,22,0,71
Habersham City of Baldwin,City of Baldwin,0,0,0,0,0
Habersham Mud Creek,Mud Creek,34,182,60,0,276
Habersham Amys Creek,Amys Creek,31,129,39,0,199
Hall Wilson,Wilson,200,425,222,0,847
Hall Chicopee,Chicopee,39,343,259,1,642
Hall Oakwood I,Oakwood I,22,219,190,1,432
Hall Oakwood II,Oakwood II,67,307,159,0,533
Hall Flowery Branch I,Flowery Branch I,66,377,184,1,628
Hall Flowery Branch II,Flowery Branch II,58,317,190,0,565
Hall Roberts,Roberts,80,402,180,0,662
Hall Morgan I,Morgan I,33,229,105,0,367
Hall Morgan II,Morgan II,72,353,220,0,645
Hall Candler,Candler,64,335,242,0,641
Hall Tadmore,Tadmore,80,461,331,0,872
Hall Glade,Glade,47,216,110,0,373
Hall Lula,Lula,28,112,75,0,215
Hall Clermont,Clermont,13,120,46,0,179
Hall Quillians,Quillians,18,109,40,0,167
Hall Bark Camp,Bark Camp,77,336,127,0,540
Hall Chestatee,Chestatee,53,194,118,0,365
Hall Fork,Fork,79,192,115,0,386
Hall Whelchel,Whelchel,49,262,135,0,446
Hall West Whelchel,West Whelchel,110,305,128,0,543
Hall Gainesville I,Gainesville I,73,343,177,3,596
Hall Gainesville II,Gainesville II,180,531,293,0,1004
Hall Gainesville III,Gainesville III,56,316,278,0,650
Hall Gainesville IV,Gainesville IV,64,311,121,0,496
Hall Gainesville V,Gainesville V,26,116,72,0,214
Hall Gillsville,Gillsville,11,27,30,0,68
Hall Big Hickory,Big Hickory,33,176,62,0,271
Hall Friendship I,Friendship I,229,757,236,0,1222
Hall Friendship II,Friendship II,38,348,147,0,533
Hall Friendship III,Friendship III,66,354,148,0,568
Hall Friendship IV,Friendship IV,51,492,86,0,629
Hancock Devereux Fire,Devereux Fire,56,146,100,0,302
Hancock St Mark,St Mark,37,118,85,0,240
Hancock Courthouse,Courthouse,50,187,116,0,353
Hancock Second Beulah,Second Beulah,59,108,70,0,237
Hancock Mayfield Community Center,Mayfield Community Center,34,52,68,0,154
Hancock Power of God,Power of God,53,139,100,0,292
Hancock Warren Chapel,Warren Chapel,21,45,13,0,79
Hancock Youth Center,Youth Center,60,230,142,0,432
Hancock Second Darrien,Second Darrien,32,59,65,1,157
Hancock Sparta 4C,Sparta 4C,15,36,16,0,67
Haralson Bremen,Bremen,63,264,178,0,505
Haralson Buchanan,Buchanan,5,73,31,0,109
Haralson Buncombe,Buncombe,3,17,27,0,47
Haralson Corinth,Corinth,6,40,19,0,65
Haralson Twentieth,Twentieth,1,13,16,0,30
Haralson Felton,Felton,3,2,3,0,8
Haralson Little Creek,Little Creek,0,12,14,0,26
Haralson Mt View,Mt View,0,3,8,0,11
Haralson Seventh,Seventh,9,76,30,0,115
Haralson Berea-Steadman,Berea-Steadman,0,16,8,0,24
Haralson Tallapoosa,Tallapoosa,14,75,83,0,172
Haralson Waco,Waco,0,21,33,0,54
Harris Cataula,Cataula,52,237,129,0,418
Harris Ellerslie,Ellerslie,78,436,231,0,745
Harris Goodman,Goodman,23,164,150,0,337
Harris Hamilton,Hamilton,58,352,132,0,542
Harris Lower 19th,Lower 19th,33,170,100,0,303
Harris Mulberry Grove,Mulberry Grove,46,191,111,0,348
Harris Pine Mountain Valley,Pine Mountain Valley,7,56,38,0,101
Harris Skinner,Skinner,20,51,141,0,212
Harris Upper 19th,Upper 19th,15,64,60,0,139
Harris Valley Plains,Valley Plains,10,34,75,0,119
Harris Waverly Hall,Waverly Hall,70,282,184,0,536
Harris Whitesville,Whitesville,25,100,83,0,208
Hart Hartwell,Hartwell,102,560,247,0,909
Hart Goldmine,Goldmine,19,72,62,0,153
Hart Cokesbury,Cokesbury,24,119,92,0,235
Hart Reed Creek,Reed Creek,35,174,96,0,305
Hart Bowersville,Bowersville,4,56,63,0,123
Hart Shoal Creek,Shoal Creek,11,63,72,0,146
Hart Bio,Bio,19,88,61,0,168
Heard Centralhatchee,Centralhatchee,22,53,43,1,119
Heard Cooksville-Corinth,Cooksville-Corinth,1,10,19,0,30
Heard Enon Grove,Enon Grove,11,23,20,0,54
Heard Ephesus,Ephesus,5,21,24,0,50
Heard Franklin,Franklin,51,114,68,0,233
Heard Southwest,Southwest,12,30,40,0,82
Henry Locust Grove,Locust Grove,144,2136,567,0,2847
Henry Tussahaw,Tussahaw,23,210,100,0,333
Henry Sandy Ridge,Sandy Ridge,35,495,210,0,740
Henry Westside,Westside,178,1299,565,5,2047
Henry Lowes,Lowes,230,2472,950,1,3653
Henry South Hampton,South Hampton,85,1151,350,1,1587
Henry North Hampton,North Hampton,143,1596,523,1,2263
Henry Mount Carmel,Mount Carmel,175,1996,629,3,2803
Henry Red Oak,Red Oak,130,1858,673,0,2661
Henry Wesley Lakes,Wesley Lakes,125,1768,671,1,2565
Henry McDonough,McDonough,63,837,286,1,1187
Henry McMullen,McMullen,71,464,197,0,732
Henry East Lake,East Lake,49,685,181,0,915
Henry Hickory Flat,Hickory Flat,118,1496,509,0,2123
Henry Stockbridge East-West,Stockbridge East-West,196,1825,613,1,2635
Henry Stagecoach,Stagecoach,66,754,257,0,1077
