ID,Counties,Absentee by Mail Votes,Advance Voting Votes,Election Day Votes,Provisional Votes,Total
DeKalb Redan Middle,Redan Middle,89,847,251,0,1187
DeKalb Sagamore Hills Elem,Sagamore Hills Elem,168,984,398,1,1551
DeKalb Scott,Scott,167,943,352,0,1462
DeKalb Shaw-Robert Shaw Elem,Shaw-Robert Shaw Elem,116,894,371,1,1382
DeKalb Stone Mountain Elem,Stone Mountain Elem,191,536,203,0,930
DeKalb Silver Lake,Silver Lake,136,1004,356,0,1496
DeKalb Skyland,Skyland,51,440,233,2,726
DeKalb Snapfinger Elem,Snapfinger Elem,110,680,267,0,1057
DeKalb Smoke Rise,Smoke Rise,85,620,188,1,894
DeKalb Stone Mtn Middle,Stone Mtn Middle,35,523,295,0,853
DeKalb Stone Mill Elem,Stone Mill Elem,65,519,357,1,942
DeKalb Shadow Rock Elem,Shadow Rock Elem,189,1690,435,1,2315
DeKalb Stoneview Elem,Stoneview Elem,55,380,212,1,648
DeKalb Salem Middle,Salem Middle,125,1495,456,0,2076
DeKalb Shamrock,Shamrock,68,528,293,0,889
DeKalb South Deshon,South Deshon,117,1074,415,1,1607
DeKalb Stone Mtn Champion,Stone Mtn Champion,67,680,350,3,1100
DeKalb Stone Mtn,Stone Mtn,48,346,204,0,598
DeKalb Snapfinger Road N,Snapfinger Road N,88,740,267,0,1095
DeKalb Snapfinger Road S,Snapfinger Road S,70,745,219,0,1034
DeKalb Stephenson Middle,Stephenson Middle,106,1336,410,0,1852
DeKalb South Hairston,South Hairston,105,964,431,1,1501
DeKalb Stephenson High,Stephenson High,131,1196,399,0,1726
DeKalb Stonecrest Library,Stonecrest Library,81,1501,467,2,2051
DeKalb Snapfinger Road,Snapfinger Road,227,2366,400,0,2993
DeKalb Terry Mill,Terry Mill,166,880,336,1,1383
DeKalb Toney Elem,Toney Elem,88,508,198,0,794
DeKalb Tucker Library,Tucker Library,121,1074,276,0,1471
DeKalb Tilly Mill Road,Tilly Mill Road,30,373,133,0,536
DeKalb Tucker,Tucker,109,879,261,1,1250
DeKalb Valley Brook,Valley Brook,37,245,255,0,537
DeKalb Wadsworth,Wadsworth,139,918,419,0,1476
DeKalb Wesley Chapel Library,Wesley Chapel Library,116,1297,223,2,1638
DeKalb Woodrow Road,Woodrow Road,64,969,343,0,1376
DeKalb Winnona Park,Winnona Park,117,890,403,0,1410
DeKalb Woodridge Elem,Woodridge Elem,164,1006,380,0,1550
DeKalb Warren Tech,Warren Tech,38,225,224,0,487
DeKalb Woodward,Woodward,117,863,341,0,1321
DeKalb White Oak,White Oak,57,612,362,0,1031
DeKalb Winters Chapel,Winters Chapel,42,318,167,0,527
DeKalb Wynbrooke Elem,Wynbrooke Elem,123,1379,459,2,1963
DeKalb Young Road,Young Road,74,803,145,1,1023
Dodge Chauncey,Chauncey,0,10,32,0,42
Dodge Clark,Clark,2,0,0,0,2
Dodge Eddin,Eddin,26,98,58,0,182
Dodge Empire,Empire,1,12,7,0,20
Dodge Jaybird,Jaybird,0,22,22,0,44
Dodge Jones,Jones,1,8,12,0,21
Dodge Lee,Lee,95,506,237,0,838
Dodge McCranie,McCranie,4,7,7,0,18
Dodge Milan,Milan,4,7,21,0,32
Dodge Mitchell,Mitchell,6,18,15,0,39
Dodge Mullis,Mullis,3,13,34,0,50
Dodge Plainfield,Plainfield,5,14,10,0,29
Dodge Pondtown,Pondtown,14,29,42,0,85
Dodge Rawlins,Rawlins,6,61,36,0,103
Dodge Vilula,Vilula,1,3,0,0,4
Dodge Yonker,Yonker,0,2,7,0,9
Dooly Lilly,Lilly,17,58,53,0,128
Dooly Byromville,Byromville,20,65,85,0,170
Dooly Unadilla,Unadilla,36,156,202,0,394
Dooly Vienna,Vienna,69,404,181,0,654
Dooly Pinehurst,Pinehurst,3,35,32,0,70
Dougherty Sherwood Elementary School,Sherwood Elementary School,46,404,377,0,827
Dougherty Covenant Church,Covenant Church,35,258,243,0,536
Dougherty Greenbriar Church,Greenbriar Church,71,792,385,0,1248
Dougherty Westover High School,Westover High School,105,908,501,0,1514
Dougherty Merry Acres Middle,Merry Acres Middle,33,312,263,0,608
Dougherty ASU West Campus,ASU West Campus,133,853,481,1,1468
Dougherty Westown Elementary School,Westown Elementary School,144,691,533,0,1368
Dougherty 2nd Mt. Zion Church,2nd Mt. Zion Church,31,159,149,0,339
Dougherty Mt. Zion Center ,Mt. Zion Center ,150,569,516,2,1237
Dougherty Alice Coachman Elementary,Alice Coachman Elementary,38,188,162,0,388
Dougherty Driskell Community Center,Driskell Community Center,42,173,260,0,475
Dougherty Shiloh Baptist Church,Shiloh Baptist Church,33,176,235,1,445
Dougherty Litman Cathedral,Litman Cathedral,43,207,248,0,498
Dougherty Phoebe Healthworks,Phoebe Healthworks,99,432,339,0,870
Dougherty Turner Elementary School,Turner Elementary School,14,65,80,0,159
Dougherty Robert H. Harvey Elementary,Robert H. Harvey Elementary,75,353,360,1,789
Dougherty Bill Miller Community Center,Bill Miller Community Center,44,345,316,0,705
Dougherty Radium Middle School,Radium Middle School,15,132,100,0,247
Dougherty Putney 1st Baptist Church,Putney 1st Baptist Church,43,343,297,0,683
Dougherty International Studies,International Studies,47,211,145,0,403
Dougherty Phoebe East ,Phoebe East ,65,351,350,2,768
Dougherty Pine Bluff Baptist Church,Pine Bluff Baptist Church,54,361,302,0,717
Dougherty Albany Middle School,Albany Middle School,68,265,290,1,624
Dougherty Christ Church,Christ Church,54,303,128,0,485
Dougherty Lamar Reese Elementary School,Lamar Reese Elementary School,59,256,212,0,527
Dougherty ASU East Campus - Lovett Hall ,ASU East Campus - Lovett Hall ,5,72,86,0,163
Douglas Mirror Lake Elementary,Mirror Lake Elementary,184,1150,666,0,2000
Douglas Winston,Winston,22,331,189,2,544
Douglas Dog River Library,Dog River Library,46,761,165,0,972
Douglas Atlanta West Pentecostal,Atlanta West Pentecostal,76,755,406,0,1237
Douglas Ephesus Baptist Church,Ephesus Baptist Church,59,413,169,0,641
Douglas Prays Mill Gym,Prays Mill Gym,98,899,326,0,1323
Douglas Turner,Turner,73,677,291,1,1042
Douglas First Baptist Lithia Springs,First Baptist Lithia Springs,38,324,158,0,520
Douglas Lithia Springs High School,Lithia Springs High School,161,1801,604,0,2566
Douglas Deer Lick,Deer Lick,50,543,197,0,790
Douglas Golden Methodist Church,Golden Methodist Church,111,1404,639,0,2154
Douglas Old Courthouse,Old Courthouse,119,1090,405,1,1615
Douglas Beulah Baptist Church,Beulah Baptist Church,67,554,283,0,904
Douglas Stewart,Stewart,80,801,363,0,1244
Douglas Arbor Station,Arbor Station,55,521,329,0,905
Douglas Bright Star,Bright Star,55,316,199,0,570
Douglas Dorsett Shoals,Dorsett Shoals,69,475,259,0,803
Douglas Chapel Hill,Chapel Hill,118,1085,441,0,1644
Douglas Church At Chapel Hill,Church At Chapel Hill,120,1735,597,1,2453
Douglas Chestnut Log,Chestnut Log,102,1062,381,0,1545
Douglas St Julians Episcopal,St Julians Episcopal,63,326,202,0,591
Douglas Lutheran Church-GS,Lutheran Church-GS,130,1138,420,0,1688
Douglas First Baptist Douglasville,First Baptist Douglasville,76,684,198,0,958
Douglas Factory Shoals,Factory Shoals,133,1568,464,2,2167
Douglas Boundary Waters,Boundary Waters,75,1440,467,0,1982
Early Arlington ,Arlington ,24,105,155,0,284
Early Blakely,Blakely,66,409,377,0,852
Early Cedar Springs ,Cedar Springs ,18,59,72,0,149
Early Cuba,Cuba,25,118,64,0,207
Early Urquhart,Urquhart,4,52,28,0,84
Echols Statenville,Statenville,2,70,22,0,94
Effingham 1A,1A,20,120,131,0,271
Effingham 1B,1B,17,121,66,0,204
Effingham 1C,1C,15,50,100,0,165
Effingham 1D,1D,23,43,71,0,137
Effingham 2A,2A,16,138,135,1,290
Effingham 2B,2B,14,94,71,0,179
Effingham 2C,2C,24,174,122,0,320
Effingham 2D,2D,40,211,165,0,416
Effingham 3A,3A,14,53,49,0,116
Effingham 3B,3B,32,142,156,0,330
Effingham 3C,3C,12,93,71,0,176
Effingham 3D,3D,37,219,207,0,463
Effingham 3E,3E,11,80,21,0,112
Effingham 4A,4A,35,247,125,0,407
Effingham 4B,4B,44,239,139,1,423
Effingham 4C,4C,15,134,72,1,222
Effingham 5A,5A,33,206,167,0,406
Effingham 5B,5B,22,124,106,1,253
Effingham 5C,5C,44,266,149,0,459
Effingham 5D,5D,22,107,125,0,254
Elbert Elberton,Elberton,86,473,265,0,824
Elbert Longstreet,Longstreet,9,50,27,1,87
Elbert Eliam,Eliam,9,38,24,2,73
Elbert Petersburg,Petersburg,2,13,19,0,34
Elbert Wyche,Wyche,11,100,56,0,167
Elbert Moss-Ruckersville,Moss-Ruckersville,16,39,27,0,82
Elbert Pike,Pike,56,180,60,3,299
Elbert Gaines,Gaines,3,22,18,0,43
Elbert Goshen,Goshen,19,65,73,0,157
Elbert Webbsboro,Webbsboro,2,27,35,0,64
Elbert Centerville,Centerville,8,37,40,1,86
Emanuel Adrian,Adrian,7,17,34,0,58
Emanuel Blundale,Blundale,0,10,9,0,19
Emanuel Canoochee,Canoochee,6,28,27,0,61
Emanuel Cross-Green,Cross-Green,5,16,71,0,92
Emanuel Garfiled,Garfiled,7,21,25,0,53
Emanuel Nunez,Nunez,3,15,14,0,32
Emanuel Oak Park,Oak Park,2,9,14,0,25
Emanuel Stillmore,Stillmore,4,32,62,0,98
Emanuel Summerton,Summerton,15,25,34,0,74
Emanuel Swainsboro,Swainsboro,115,713,402,0,1230
Emanuel Twin City,Twin City,30,115,137,0,282
Evans Veterans Community Center,Veterans Community Center,116,504,262,0,882
Fannin Colwell,Colwell,33,72,26,0,131
Fannin Fairplay,Fairplay,20,61,21,0,102
Fannin Flinthill,Flinthill,35,80,83,0,198
Fannin Hemptown,Hemptown,20,79,38,0,137
Fannin Hothouse,Hothouse,9,68,30,0,107
Fannin Mineral Bluff,Mineral Bluff,23,105,28,0,156
Fannin Mobile,Mobile,15,37,25,0,77
Fannin Morganton,Morganton,32,97,59,0,188
Fannin Noontootla,Noontootla,14,45,37,0,96
Fannin Skeniah,Skeniah,4,14,12,0,30
Fannin Sugar Creek,Sugar Creek,31,146,52,0,229
Fannin Toccoa,Toccoa,51,229,65,0,345
Fayette Blackrock,Blackrock,100,905,227,3,1235
Fayette Brooks,Brooks,22,134,68,0,224
Fayette Europe,Europe,130,1397,404,0,1931
Fayette Fayetteville East,Fayetteville East,62,503,164,0,729
Fayette Fayetteville West,Fayetteville West,72,486,166,1,725
Fayette Flint,Flint,35,501,187,0,723
Fayette Hopeful,Hopeful,54,597,240,1,892
Fayette Morning Creek,Morning Creek,99,831,279,1,1210
Fayette Rareover,Rareover,17,471,120,0,608
Fayette Sandy Creek,Sandy Creek,114,1318,404,0,1836
Fayette Shakerag East,Shakerag East,23,191,121,1,336
Fayette Shakerag West,Shakerag West,22,176,55,0,253
Fayette Starrs Mill,Starrs Mill,44,289,120,0,453
Fayette Whitewater,Whitewater,65,501,153,0,719
Fayette Woolsey,Woolsey,31,207,111,0,349
Fayette McIntosh,McIntosh,58,480,150,0,688
Fayette Oak Grove,Oak Grove,23,174,101,0,298
Fayette Kedron,Kedron,111,952,362,4,1429
Fayette Aberdeen,Aberdeen,18,206,92,1,317
Fayette Windgate,Windgate,16,110,73,0,199
Fayette Flat Creek,Flat Creek,28,264,140,0,432
Fayette Braelinn,Braelinn,15,166,76,0,257
Fayette Kenwood,Kenwood,32,304,146,0,482
Fayette Banks,Banks,37,349,169,0,555
Fayette Harps Crossing,Harps Crossing,26,319,116,2,463
Fayette Willow Pond,Willow Pond,83,650,238,1,972
Fayette Dogwood,Dogwood,61,556,204,0,821
Fayette Oak Ridge,Oak Ridge,71,553,218,0,842
Fayette Jeff Davis,Jeff Davis,59,686,225,1,971
Fayette Murphy,Murphy,82,699,276,0,1057
Fayette Fielding Ridge,Fielding Ridge,53,490,205,1,749
Fayette Willowbend,Willowbend,27,275,107,0,409
Fayette Camp Creek,Camp Creek,33,222,91,2,348
Fayette Rising Star,Rising Star,54,470,167,0,691
Fayette Spring Hill,Spring Hill,89,839,219,0,1147
Fayette Antioch,Antioch,37,256,125,1,419
Floyd Alto Park,Alto Park,56,227,151,0,434
Floyd Armuchee,Armuchee,10,54,60,0,124
Floyd Barkers,Barkers,22,85,33,0,140
Floyd Cave Spring,Cave Spring,12,63,80,1,156
Floyd Chulio,Chulio,12,42,36,3,93
Floyd Etowah,Etowah,68,338,156,0,562
Floyd Everett Springs,Everett Springs,0,12,18,0,30
Floyd Floyd Springs,Floyd Springs,6,47,40,0,93
Floyd Fosters Mill,Fosters Mill,3,37,23,0,63
Floyd Garden Lakes,Garden Lakes,20,159,75,1,255
Floyd Glenwood,Glenwood,35,163,145,0,343
Floyd Howell,Howell,7,33,41,0,81
Floyd East Lindale,East Lindale,32,212,108,0,352
Floyd Mt Alto North,Mt Alto North,71,541,256,3,871
Floyd Mt Alto South,Mt Alto South,60,390,293,0,743
Floyd North Carolina,North Carolina,12,73,58,0,143
Floyd Riverside,Riverside,7,50,60,0,117
Floyd East Rome,East Rome,77,534,262,2,875
Floyd North Rome,North Rome,83,420,191,3,697
Floyd South Rome,South Rome,41,225,178,0,444
Floyd Texas Valley,Texas Valley,3,10,20,0,33
Floyd Vanns Valley,Vanns Valley,7,26,27,0,60
Floyd Watters,Watters,20,120,105,1,246
Floyd West Lindale,West Lindale,18,136,123,0,277
Floyd Town Rome,Town Rome,55,366,202,0,623
Forsyth 01 Big Creek,01 Big Creek,178,1238,555,2,1973
Forsyth 02 Brandywine,02 Brandywine,87,575,473,1,1136
Forsyth 04 Chestatee,04 Chestatee,30,209,81,0,320
Forsyth 05 Coal Mountain,05 Coal Mountain,67,500,310,1,878
Forsyth 06 Crossroads,06 Crossroads,57,525,197,1,780
Forsyth 07 Cumming,07 Cumming,86,595,276,2,959
Forsyth 08 Mashburn,08 Mashburn,117,588,231,0,936
Forsyth 10 Midway,10 Midway,160,1136,396,0,1692
Forsyth 15 Heardsville,15 Heardsville,81,436,258,0,775
Forsyth 16 Otwell,16 Otwell,111,707,296,4,1118
Forsyth 19 Old Atlanta,19 Old Atlanta,75,305,297,1,678
Forsyth 21 South Forsyth,21 South Forsyth,47,372,197,0,616
Forsyth 25 Windermere,25 Windermere,124,925,581,0,1630
Forsyth 27 Concord,27 Concord,106,813,371,0,1290
Forsyth 34 Fowler,34 Fowler,113,670,299,0,1082
Forsyth 35 Johns Creek,35 Johns Creek,198,949,413,0,1560
Forsyth 36 Nichols,36 Nichols,125,949,414,0,1488
Forsyth 38 Daves Creek,38 Daves Creek,147,999,378,0,1524
Forsyth 39 Mathis,39 Mathis,74,433,197,1,705
Forsyth 40 West Forsyth,40 West Forsyth,90,837,273,1,1201
Forsyth 41 Grassland,41 Grassland,63,462,211,2,738
Forsyth 42 Keith Bridge,42 Keith Bridge,39,199,109,2,349
Forsyth 43 Lakeland,43 Lakeland,150,753,316,1,1220
Forsyth 44 Lanier,44 Lanier,47,267,94,0,408
Forsyth 45 Mountainside,45 Mountainside,60,424,139,1,624
Forsyth 46 Sawmill Branch,46 Sawmill Branch,68,507,189,3,767
Forsyth 47 Riverclub,47 Riverclub,33,198,157,0,388
Forsyth 49 Cheatam Creek,49 Cheatam Creek,60,393,146,0,599
Franklin Carnesville,Carnesville,6,70,40,0,116
Franklin West Franklin,West Franklin,6,34,31,0,71
Franklin Northeast Franklin,Northeast Franklin,20,105,73,0,198
Franklin Lavonia,Lavonia,29,92,97,0,218
Franklin Canon,Canon,10,31,29,0,70
Franklin Royston,Royston,20,73,80,0,173
Franklin Southwest Franklin,Southwest Franklin,13,63,26,0,102
Fulton 01A,01A,130,1455,713,1,2299
Fulton 01B,01B,124,1555,1146,2,2827
Fulton 01C,01C,32,331,220,2,585
Fulton 01D,01D,33,379,162,3,577
Fulton 01E,01E,111,1380,511,1,2003
Fulton 01F,01F,18,198,142,1,359
Fulton 01G,01G,41,711,328,2,1082
Fulton 01H,01H,36,180,99,1,316
Fulton 01I,01I,0,0,0,0,0
Fulton 01J,01J,52,601,360,1,1014
Fulton 01P,01P,28,184,273,0,485
Fulton 01R,01R,25,109,167,1,302
Fulton 01S,01S,35,406,272,1,714
Fulton 01T,01T,31,406,248,2,687
Fulton 02A,02A,138,1172,346,7,1663
Fulton 02A1,02A1,57,611,158,5,831
Fulton 02B,02B,57,514,305,1,877
Fulton 02C,02C,53,488,252,1,794
Fulton 02D,02D,121,1634,643,4,2402
Fulton 02E,02E,73,751,364,0,1188
Fulton 02F1,02F1,69,1087,379,2,1537
Fulton 02F2,02F2,17,206,87,1,311
Fulton 02G,02G,115,1298,527,4,1944
Fulton 02J,02J,80,765,281,1,1127
Fulton 02K,02K,53,497,188,1,739
Fulton 02L1,02L1,147,1502,492,1,2142
Fulton 02L1A,02L1A,71,568,353,2,994
Fulton 02L2,02L2,55,705,223,4,987
Fulton 02S,02S,17,204,111,0,332
Fulton 02W,02W,12,267,89,0,368
Fulton 03A,03A,31,354,236,1,622
Fulton 03B,03B,10,94,56,0,160
Fulton 03C,03C,37,404,160,1,602
Fulton 03D,03D,13,194,116,1,324
Fulton 03E,03E,39,384,385,1,809
Fulton 03F,03F,49,503,244,0,796
Fulton 03G,03G,8,100,89,0,197
Fulton 03H,03H,15,187,92,1,295
Fulton 03I,03I,13,333,113,1,460
Fulton 03L,03L,11,80,76,1,168
Fulton 03M,03M,15,195,250,0,460
Fulton 03N,03N,24,316,315,1,656
Fulton 03P1A,03P1A,87,1066,572,7,1732
Fulton 03P1B,03P1B,0,0,0,0,0
Fulton 03P2,03P2,4,26,9,0,39
Fulton 03S,03S,15,196,101,1,313
Fulton 03T,03T,24,338,208,3,573
Fulton 04A,04A,20,260,190,5,475
Fulton 04B,04B,26,310,193,3,532
Fulton 04C,04C,1,27,16,0,44
Fulton 04D,04D,35,428,218,1,682
Fulton 04F,04F,37,471,370,6,884
Fulton 04G,04G,14,179,127,0,320
Fulton 04I,04I,38,323,140,0,501
Fulton 04J,04J,2,78,119,11,210
Fulton 04K,04K,48,600,344,5,997
Fulton 04L,04L,21,420,275,3,719
Fulton 04M,04M,14,130,113,2,259
Fulton 04S,04S,58,599,309,4,970
Fulton 04T,04T,32,291,217,1,541
Fulton 04V,04V,40,471,403,1,915
Fulton 04W,04W,2,76,95,1,174
Fulton 04X1,04X1,44,603,273,1,921
Fulton 04X2,04X2,14,198,81,0,293
Fulton 05A1,05A1,134,1271,565,0,1970
Fulton 05A2,05A2,85,1273,589,0,1947
Fulton 05B,05B,46,448,241,1,736
Fulton 05C,05C,3,12,9,0,24
Fulton 05D,05D,3,39,33,0,75
Fulton 05F,05F,1,14,14,0,29
Fulton 05J,05J,15,231,78,0,324
Fulton 05K,05K,45,450,303,1,799
Fulton 06B,06B,43,652,202,1,898
Fulton 06D,06D,101,880,401,5,1387
Fulton 06D1,06D1,194,1317,407,1,1919
Fulton 06D2,06D2,136,946,263,1,1346
Fulton 06E,06E,49,623,289,2,963
Fulton 06F,06F,81,1078,251,0,1410
Fulton 06G,06G,15,192,54,0,261
Fulton 06I,06I,70,929,459,6,1464
Fulton 06J,06J,154,1054,331,2,1541
Fulton 06L1,06L1,54,346,93,0,493
Fulton 06L2,06L2,22,239,49,0,310
Fulton 06N,06N,53,412,170,2,637
Fulton 06Q,06Q,5,109,66,1,181
Fulton 06R,06R,70,712,122,1,905
Fulton 07A,07A,42,517,160,2,721
Fulton 07A1,07A1,144,985,416,4,1549
Fulton 07B,07B,61,599,132,1,793
Fulton 07C,07C,245,880,329,4,1458
Fulton 07D,07D,62,537,211,0,810
Fulton 07D1,07D1,32,402,170,0,604
Fulton 07E,07E,105,651,139,3,898
Fulton 07F,07F,80,791,280,2,1153
Fulton 07H,07H,77,555,131,1,764
Fulton 07J,07J,59,688,356,3,1106
Fulton 07M,07M,53,497,212,5,767
Fulton 07N,07N,50,451,181,3,685
Fulton 08A,08A,54,555,150,5,764
Fulton 08B,08B,87,757,190,2,1036
Fulton 08C,08C,4,48,6,0,58
Fulton 08C1,08C1,21,194,26,2,243
Fulton 08D,08D,21,183,34,0,238
Fulton 08E,08E,72,486,130,1,689
Fulton 08F1,08F1,50,396,96,1,543
Fulton 08F2,08F2,0,0,0,0,0
Fulton 08G,08G,120,595,167,1,883
Fulton 08H,08H,97,516,103,1,717
Fulton 08J,08J,74,681,258,3,1016
Fulton 08K,08K,23,217,98,0,338
Fulton 08L,08L,136,1212,370,1,1719
Fulton 08M,08M,52,410,156,3,621
Fulton 08N1,08N1,20,171,36,0,227
Fulton 08N2,08N2,70,394,84,1,549
Fulton 08P,08P,35,403,220,0,658
Fulton 09A,09A,84,1450,493,0,2027
Fulton 09B,09B,11,102,39,1,153
Fulton 09C,09C,75,867,320,3,1265
Fulton 09D,09D,61,411,261,1,734
Fulton 09E,09E,53,916,311,3,1283
Fulton 09F,09F,72,967,292,3,1334
Fulton 09G,09G,78,1102,490,3,1673
Fulton 09H,09H,12,263,113,2,390
Fulton 09I,09I,36,294,146,2,478
Fulton 09K,09K,35,437,176,3,651
Fulton 09K1,09K1,46,632,251,5,934
Fulton 09M,09M,47,1028,251,2,1328
Fulton 10A,10A,75,948,384,4,1411
Fulton 10B,10B,137,1738,450,3,2328
Fulton 10C,10C,29,685,220,3,937
Fulton 10D,10D,6,155,88,1,250
Fulton 10D2,10D2,50,455,96,0,601
Fulton 10D1,10D1,55,546,160,2,763
Fulton 10E,10E,39,313,132,1,485
Fulton 10F,10F,41,304,155,1,501
Fulton 10G,10G,35,527,153,0,715
Fulton 10H1,10H1,17,153,37,1,208
Fulton 10H2,10H2,45,547,227,1,820
Fulton 10I,10I,15,195,23,0,233
Fulton 10J,10J,27,165,194,2,388
Fulton 10K,10K,40,611,184,2,837
Fulton 10M,10M,67,788,409,2,1266
Fulton 10P,10P,31,337,165,2,535
Fulton 10R,10R,9,149,105,2,265
Fulton 11B,11B,104,1077,295,3,1479
Fulton 11B2,11B2,3,42,12,0,57
Fulton 11B1,11B1,49,657,210,2,918
Fulton 11C,11C,9,158,19,0,186
Fulton 11C2,11C2,37,901,141,1,1080
Fulton 11C3,11C3,20,419,26,0,465
Fulton 11E1,11E1,21,360,129,0,510
Fulton 11E2,11E2,28,356,121,1,506
Fulton 11E3,11E3,34,1150,423,2,1609
Fulton 11G,11G,48,491,172,9,720
Fulton 11H,11H,20,218,78,0,316
Fulton 11J,11J,67,537,229,0,833
Fulton 11K,11K,59,756,186,0,1001
Fulton 11M,11M,25,469,155,0,649
Fulton 11M1,11M1,29,546,155,3,733
Fulton 11N,11N,65,894,243,1,1203
Fulton 11P,11P,77,528,155,1,761
Fulton 11R,11R,20,408,170,2,600
Fulton 12A,12A,37,720,219,4,980
Fulton 12A1,12A1,54,1090,429,3,1576
Fulton 12D,12D,21,285,153,0,459
Fulton 12E1,12E1,72,300,115,0,487
Fulton 12E2,12E2,0,0,0,0,0
Fulton 12F,12F,15,209,149,0,373
Fulton 12G,12G,33,218,71,0,322
Fulton 12H1,12H1,18,122,98,1,239
Fulton 12H2,12H2,69,660,418,1,1148
Fulton 12I,12I,25,248,79,0,352
Fulton 12J,12J,60,618,361,3,1042
Fulton 12K,12K,51,803,359,7,1220
Fulton 12L,12L,9,117,76,1,203
Fulton 12M,12M,47,514,438,2,1001
Fulton 12N,12N,9,190,116,2,317
Fulton 12S,12S,34,491,255,1,781
Fulton AP01A,AP01A,111,1000,334,2,1447
Fulton AP01B,AP01B,22,221,114,0,357
Fulton AP01C,AP01C,52,480,120,3,655
Fulton AP01D,AP01D,17,177,69,0,263
Fulton AP01E,AP01E,0,0,0,0,0
Fulton AP021,AP021,62,597,223,0,882
Fulton AP022,AP022,56,332,151,0,539
Fulton AP023,AP023,30,173,36,0,239
Fulton AP02B,AP02B,29,134,29,1,193
Fulton AP03,AP03,11,83,79,0,173
Fulton AP04A,AP04A,30,336,78,0,444
Fulton AP04B,AP04B,7,104,29,0,140
Fulton AP05,AP05,121,885,286,0,1292
Fulton AP06,AP06,36,351,82,0,469
Fulton AP07A,AP07A,86,660,238,2,986
Fulton AP07C,AP07C,17,136,66,1,220
Fulton AP07B,AP07B,22,167,93,0,282
Fulton AP09A,AP09A,102,847,308,1,1258
Fulton AP09B,AP09B,21,234,61,0,316
Fulton AP10,AP10,16,164,48,0,228
Fulton AP12A,AP12A,8,132,49,2,191
Fulton AP12B,AP12B,29,172,81,1,283
Fulton AP12C,AP12C,39,410,101,2,552
Fulton AP12D,AP12D,0,0,0,0,0
Fulton AP14,AP14,1,32,13,0,46
Fulton AP14A,AP14A,91,683,162,3,939
Fulton CH01,CH01,2,91,15,0,108
Fulton CH02,CH02,6,130,26,0,162
Fulton CH03,CH03,4,51,19,2,76
Fulton CH04A,CH04A,11,241,47,0,299
Fulton CH04B,CH04B,0,3,0,0,3
Fulton CH05,CH05,3,48,22,0,73
Fulton CP011,CP011,35,384,102,1,522
Fulton CP012,CP012,36,530,109,1,676
Fulton CP01B,CP01B,8,141,30,1,180
Fulton CP02,CP02,44,355,102,0,501
Fulton CP04A,CP04A,0,2,0,0,2
Fulton CP04B,CP04B,0,13,0,0,13
Fulton CP051,CP051,0,16,12,0,28
Fulton CP05C,CP05C,27,490,212,0,729
Fulton CP052,CP052,0,0,0,0,0
Fulton CP05B,CP05B,0,27,16,0,43
Fulton CP06A,CP06A,3,69,42,0,114
Fulton CP06B,CP06B,1,1,0,0,2
Fulton CP07A,CP07A,2,73,39,1,115
Fulton CP07B,CP07B,0,3,2,0,5
Fulton CP07C,CP07C,0,30,18,0,48
Fulton CP07D,CP07D,1,25,16,0,42
Fulton CP07E,CP07E,0,11,10,0,21
Fulton CP07F,CP07F,0,18,15,0,33
Fulton CP081,CP081,3,35,26,1,65
Fulton CP083,CP083,0,23,18,0,41
Fulton CP084,CP084,0,0,0,0,0
Fulton CP08A,CP08A,3,39,45,1,88
Fulton EP01A,EP01A,41,873,287,2,1203
Fulton EP01B,EP01B,62,665,172,3,902
Fulton EP01C,EP01C,16,312,134,3,465
Fulton EP02A,EP02A,47,531,218,1,797
Fulton EP02B,EP02B,40,636,145,1,822
Fulton EP02C,EP02C,8,167,41,0,216
Fulton EP02D,EP02D,6,191,70,0,267
Fulton EP02E,EP02E,22,356,132,3,513
Fulton EP03A,EP03A,116,1532,455,3,2106
Fulton EP03B,EP03B,42,597,166,1,806
Fulton EP04A,EP04A,25,617,328,4,974
Fulton EP04B,EP04B,39,861,260,3,1163
Fulton EP04C,EP04C,64,869,208,2,1143
Fulton FA01A,FA01A,80,1346,335,5,1766
Fulton FA01B,FA01B,107,2150,524,7,2788
Fulton FA01C,FA01C,22,212,93,1,328
Fulton FA01D,FA01D,7,122,30,0,159
Fulton FC02,FC02,0,10,6,1,17
Fulton HP01,HP01,44,786,451,2,1283
Fulton JC01,JC01,104,837,282,3,1226
Fulton JC01A,JC01A,44,387,197,2,630
Fulton JC02,JC02,72,577,226,1,876
Fulton JC03A,JC03A,6,146,40,1,193
Fulton JC03B,JC03B,24,314,141,2,481
Fulton JC04A,JC04A,76,753,137,1,967
Fulton JC04B,JC04B,9,75,20,2,106
Fulton JC04C,JC04C,24,325,76,1,426
Fulton JC05,JC05,25,503,141,0,669
Fulton JC06,JC06,59,421,187,0,667
Fulton JC07,JC07,121,954,283,3,1361
Fulton JC08,JC08,56,644,194,4,898
Fulton JC09,JC09,73,742,228,1,1044
Fulton JC10,JC10,80,539,177,0,796
Fulton JC11,JC11,47,586,195,1,829
Fulton JC12,JC12,59,463,72,1,595
Fulton JC13A,JC13A,48,358,107,0,513
Fulton JC13B,JC13B,1,28,12,0,41
Fulton JC14,JC14,56,518,107,0,681
Fulton JC15,JC15,18,188,63,0,269
Fulton JC16,JC16,51,613,185,0,849
