ID,Counties,Absentee by Mail Votes,Advance Voting Votes,Election Day Votes,Provisional Votes,Total
Macon Montezuma #5,Montezuma #5,54,289,182,0,525
Madison Colbert,Colbert,50,293,221,0,564
Madison Collins,Collins,1,22,26,0,49
Madison Comer,Comer,66,122,138,0,326
Madison Danielsville,Danielsville,26,216,65,0,307
Madison Fork,Fork,18,40,57,0,115
Madison Harrison,Harrison,2,6,19,0,27
Madison Hull,Hull,53,433,375,1,862
Madison Ila,Ila,20,76,46,0,142
Madison Mill,Mill,23,64,46,0,133
Madison Paoli,Paoli,3,8,10,0,21
Madison Pittman,Pittman,29,110,90,0,229
Madison Poca,Poca,10,39,40,0,89
Marion Pineknot,Pineknot,6,21,18,0,45
Marion Buena Vista,Buena Vista,137,481,203,0,821
Marion Tazewell,Tazewell,6,16,21,0,43
Marion Brantley,Brantley,7,13,10,0,30
Marion Fort Perry,Fort Perry,3,41,35,0,79
McDuffie NMcDuffie,NMcDuffie,4,58,19,0,81
McDuffie Cedar Rock,Cedar Rock,237,869,362,0,1468
McDuffie Depot,Depot,108,291,181,0,580
McDuffie Sweetwater,Sweetwater,15,103,45,0,163
McDuffie White Oak,White Oak,44,233,78,0,355
McDuffie Dearing,Dearing,40,153,63,0,256
McDuffie Fort Creek,Fort Creek,31,130,39,0,200
McIntosh Sapelo Island,Sapelo Island,3,4,19,0,26
McIntosh Crescent,Crescent,75,412,241,1,729
McIntosh Darien,Darien,58,311,98,0,467
McIntosh South Newport,South Newport,61,252,95,0,408
McIntosh North Darien,North Darien,34,263,121,0,418
Meriwether Chalybeate,Chalybeate,12,16,20,0,48
Meriwether Gill I,Gill I,36,112,172,0,320
Meriwether Gill II,Gill II,58,144,197,0,399
Meriwether 7th-Odessadale,7th-Odessadale,18,27,42,0,87
Meriwether 8th-Greenville,8th-Greenville,64,311,130,0,505
Meriwether Lone Oak,Lone Oak,47,159,128,0,334
Meriwether Luthersville,Luthersville,58,250,222,0,530
Meriwether Upper 9th-Alvaton,Upper 9th-Alvaton,29,98,162,0,289
Meriwether Middle 9th-Gay,Middle 9th-Gay,9,20,30,0,59
Meriwether Lower 9th-Woodbury,Lower 9th-Woodbury,23,123,224,0,370
Meriwether 2nd-Warm Springs,2nd-Warm Springs,13,79,129,0,221
Meriwether Third-Durand,Third-Durand,16,60,59,1,136
Meriwether Raleigh,Raleigh,8,28,16,0,52
Meriwether Cove,Cove,0,2,11,0,13
Miller Colquitt-Miller,Colquitt-Miller,54,244,211,0,509
Mitchell Baconton,Baconton,23,118,116,0,257
Mitchell Branchville,Branchville,7,28,18,0,53
Mitchell Camilla North,Camilla North,124,360,269,0,753
Mitchell Camilla South,Camilla South,132,545,252,0,929
Mitchell Cotton,Cotton,0,5,13,0,18
Mitchell Hopeful,Hopeful,5,14,12,0,31
Mitchell Hinsonton,Hinsonton,2,4,5,0,11
Mitchell Lester,Lester,16,67,38,0,121
Mitchell Pebble City,Pebble City,1,6,8,0,15
Mitchell Pelham,Pelham,81,363,277,0,721
Mitchell Sale City,Sale City,5,7,32,0,44
Monroe Bentons,Bentons,38,235,103,0,376
Monroe Brantleys,Brantleys,7,62,52,0,121
Monroe Burgays,Burgays,26,184,106,0,316
Monroe Cabaniss,Cabaniss,11,68,52,1,132
Monroe Cox,Cox,17,54,33,0,104
Monroe Culloden,Culloden,9,21,62,1,93
Monroe Dillards,Dillards,6,65,39,0,110
Monroe Evers,Evers,26,185,101,0,312
Monroe Forsyth,Forsyth,191,851,345,0,1387
Monroe High Falls,High Falls,15,121,61,0,197
Monroe Kelseys,Kelseys,23,117,77,0,217
Monroe Middlebrooks,Middlebrooks,3,88,43,0,134
Monroe Proctors,Proctors,13,82,93,0,188
Monroe Russellville,Russellville,2,21,27,0,50
Montgomery Ailey,Ailey,7,41,36,0,84
Montgomery Alston,Alston,7,12,17,0,36
Montgomery Higgston,Higgston,13,84,66,0,163
Montgomery Kibbee,Kibbee,0,12,18,0,30
Montgomery Mount Vernon,Mount Vernon,18,148,116,0,282
Montgomery Tarrytown,Tarrytown,1,3,8,0,12
Montgomery Uvalda,Uvalda,10,78,47,0,135
Morgan Rec Dept,Rec Dept,96,643,256,1,996
Morgan Centennial,Centennial,25,215,133,0,373
Morgan Gibbs,Gibbs,31,276,137,0,444
Morgan DFACS,DFACS,59,314,108,0,481
Morgan Buckhead,Buckhead,57,266,145,0,468
Murray McDonald,McDonald,14,85,62,0,161
Murray Shuck Pen,Shuck Pen,10,58,117,0,185
Murray Southwest,Southwest,9,68,97,0,174
Murray Spring Place,Spring Place,20,127,139,0,286
Murray Town,Town,35,269,182,0,486
Murray Carters-Doolittle,Carters-Doolittle,9,51,53,0,113
Murray North,North,9,46,73,0,128
Muscogee Wynnton,Wynnton,213,996,542,0,1751
Muscogee Carver/Library,Carver/Library,240,985,288,0,1513
Muscogee Shirley Winston,Shirley Winston,303,1695,401,0,2399
Muscogee Britt David,Britt David,55,250,203,0,508
Muscogee St Peter,St Peter,63,365,296,0,724
Muscogee Chattahoochee,Chattahoochee,125,859,465,2,1451
Muscogee Columbus Tech,Columbus Tech,81,390,214,1,686
Muscogee Central,Central,160,819,365,1,1345
Muscogee Wynnbrook,Wynnbrook,99,344,131,1,575
Muscogee Cusseta Rd,Cusseta Rd,224,941,547,0,1712
Muscogee OLOLC,OLOLC,343,1208,745,1,2297
Muscogee Mt Pilgrim,Mt Pilgrim,301,1751,605,4,2661
Muscogee Faith Tabernacle,Faith Tabernacle,225,1236,437,1,1899
Muscogee Canaan,Canaan,298,1513,524,0,2335
Muscogee Holsey,Holsey,268,1967,586,1,2822
Muscogee Gentian,Gentian,124,929,325,0,1378
Muscogee St Paul,St Paul,128,825,402,0,1355
Muscogee Moon,Moon,119,597,383,0,1099
Muscogee St Andrews,St Andrews,214,1207,604,1,2026
Muscogee Salvation Army,Salvation Army,60,516,304,2,882
Muscogee First African,First African,52,231,172,0,455
Muscogee Epworth,Epworth,70,441,316,0,827
Muscogee Gallops,Gallops,73,400,248,1,722
Muscogee Edgewood,Edgewood,113,705,247,1,1066
Muscogee Psalmond,Psalmond,212,1576,585,0,2373
Newton 01-City Pond,01-City Pond,89,207,181,0,477
Newton 02-Town,02-Town,256,773,390,0,1419
Newton 03-Almon,03-Almon,186,1310,627,0,2123
Newton 04-Alcovy,04-Alcovy,109,829,428,0,1366
Newton 05-Covington Mills,05-Covington Mills,100,492,340,0,932
Newton 06-Brewers,06-Brewers,98,295,265,0,658
Newton 07-Brick Store,07-Brick Store,52,276,207,0,535
Newton 08-Cedar Shoals,08-Cedar Shoals,91,513,290,0,894
Newton 09-Livingston,09-Livingston,167,1116,510,0,1793
Newton 10-Downs,10-Downs,157,1395,517,0,2069
Newton 12-Gum Creek,12-Gum Creek,95,579,222,0,896
Newton 13-Beaverdam,13-Beaverdam,175,1339,722,1,2237
Newton 14-Leguinn,14-Leguinn,49,188,151,0,388
Newton 15-Mansfield,15-Mansfield,23,58,62,0,143
Newton 16-Newborn,16-Newborn,8,26,79,0,113
Newton 17-Oxford,17-Oxford,51,196,212,0,459
Newton 18-Rocky Plains,18-Rocky Plains,78,483,330,1,892
Newton 19-Buck Creek,19-Buck Creek,132,960,372,0,1464
Newton 20-Stansells,20-Stansells,170,1234,626,3,2033
Newton 23-Fairview,23-Fairview,91,647,392,0,1130
Newton 24-Crowell,24-Crowell,174,1226,591,0,1991
Newton 25-Hub,25-Hub,28,155,153,0,336
Oconee City Hall,City Hall,103,779,246,0,1128
Oconee Colham Ferry,Colham Ferry,62,495,144,0,701
Oconee Bishop,Bishop,52,403,147,0,602
Oconee North Oconee,North Oconee,32,363,158,0,553
Oconee Dark Corner,Dark Corner,51,376,178,0,605
Oconee Bogart,Bogart,31,249,201,0,481
Oconee Marswood Hall,Marswood Hall,116,655,230,1,1002
Oconee Civic Center,Civic Center,245,1288,382,0,1915
Oglethorpe Beaverdam,Beaverdam,53,349,260,0,662
Oglethorpe Crawford,Crawford,76,320,169,0,565
Oglethorpe Lexington,Lexington,94,484,190,1,769
Paulding Burnt Hickory Park,Burnt Hickory Park,63,483,272,0,818
Paulding Crossroads Library,Crossroads Library,74,414,250,0,738
Paulding Shelton Elementary,Shelton Elementary,121,812,444,4,1381
Paulding Russom Elementary,Russom Elementary,295,1380,756,0,2431
Paulding Paulding Sr Center,Paulding Sr Center,125,878,440,0,1443
Paulding Legacy Bapt Church,Legacy Bapt Church,100,616,299,0,1015
Paulding Watson Govt Cmplx,Watson Govt Cmplx,203,1320,624,2,2149
Paulding East Paulding Middle Sch,East Paulding Middle Sch,242,1538,675,4,2459
Paulding Events Place,Events Place,164,1135,487,6,1792
Paulding Poplar Sprgs Bapt Church,Poplar Sprgs Bapt Church,110,879,412,3,1404
Paulding D Wright Innovation Ctr,D Wright Innovation Ctr,112,1037,383,3,1535
Paulding Taylor Farm Park,Taylor Farm Park,39,330,196,1,566
Paulding Nebo Elem School,Nebo Elem School,144,913,473,1,1531
Paulding White Oak Park,White Oak Park,105,660,380,0,1145
Paulding Mulberry Rock Park,Mulberry Rock Park,63,464,262,0,789
Paulding Beulahland Baptist Church,Beulahland Baptist Church,25,160,88,0,273
Paulding Paulding County Airport,Paulding County Airport,60,289,180,0,529
Paulding Dobbins Middle School,Dobbins Middle School,198,1577,616,0,2391
Peach Byron #1,Byron #1,20,343,125,3,491
Peach Byron #2,Byron #2,102,823,272,1,1198
Peach Claude,Claude,9,58,32,0,99
Peach Fort Valley #1,Fort Valley #1,72,505,249,0,826
Peach Fort Valley #2,Fort Valley #2,58,495,231,0,784
Peach Fort Valley #3,Fort Valley #3,119,696,224,2,1041
Peach Powersville,Powersville,23,171,68,0,262
Pickens Yellow Creek,Yellow Creek,67,343,140,0,550
Pickens Sharptop,Sharptop,73,267,110,0,450
Pickens Appalachian,Appalachian,25,130,56,0,211
Pickens Refuge,Refuge,25,127,60,0,212
Pickens Hill City,Hill City,16,132,69,0,217
Pickens Hinton,Hinton,9,16,31,0,56
Pickens Jerusalem,Jerusalem,9,28,47,0,84
Pickens Ludville,Ludville,3,13,22,0,38
Pickens Nelson,Nelson,7,61,65,0,133
Pickens Talking Rock,Talking Rock,18,67,35,0,120
Pickens Jasper,Jasper,29,203,92,0,324
Pickens Tate,Tate,22,111,61,0,194
Pierce Hacklebarney/Cason ,Hacklebarney/Cason ,39,226,69,0,334
Pierce Blackshear,Blackshear,9,112,38,0,159
Pierce St. Johns/Blackshear,St. Johns/Blackshear,2,43,20,0,65
Pierce Otter Creek,Otter Creek,6,49,16,0,71
Pierce Patterson,Patterson,11,42,27,0,80
Pierce Mershon,Mershon,1,10,2,0,13
Pierce Alabaha,Alabaha,5,33,12,0,50
Pierce Sunset/Sweat,Sunset/Sweat,0,5,2,0,7
Pike Concord,Concord,27,81,72,0,180
Pike Hollonville,Hollonville,19,67,33,0,119
Pike Meansville,Meansville,15,46,41,0,102
Pike Molena,Molena,10,71,71,0,152
Pike Second District,Second District,25,123,47,0,195
Pike Lifsey Springs,Lifsey Springs,15,43,32,0,90
Pike Williamson,Williamson,5,85,52,0,142
Pike Zebulon,Zebulon,50,172,55,0,277
Polk Aragon,Aragon,19,172,104,0,295
Polk Blooming Grove,Blooming Grove,11,85,37,0,133
Polk Cedartown,Cedartown,103,621,237,1,962
Polk Fish Creek,Fish Creek,24,152,63,0,239
Polk Lake Creek,Lake Creek,12,159,88,0,259
Polk Rockmart,Rockmart,60,501,206,0,767
Polk Youngs Grove,Youngs Grove,17,73,47,2,139
Pulaski Annex,Annex,118,618,265,1,1002
Putnam 101,101,96,478,225,0,799
Putnam 104,104,110,559,230,0,899
Putnam 105,105,83,278,127,0,488
Putnam 106,106,17,69,49,0,135
Putnam 107,107,69,317,140,0,526
Quitman Georgetown,Georgetown,35,191,124,0,350
Quitman Morris,Morris,1,5,22,0,28
Rabun Rabun County,Rabun County,254,1229,321,0,1804
Randolph Coleman,Coleman,3,20,36,0,59
Randolph Shellman,Shellman,60,66,148,0,274
Randolph Benevolence,Benevolence,3,18,36,0,57
Randolph Cuthbert-Courthouse,Cuthbert-Courthouse,106,417,172,0,695
Randolph Cuthbert,Cuthbert,16,98,56,0,170
Randolph Springvale,Springvale,6,69,36,0,111
Richmond 101,101,36,153,197,0,386
Richmond 102,102,49,117,118,0,284
Richmond 103,103,66,227,205,0,498
Richmond 104,104,128,464,462,0,1054
Richmond 105,105,41,175,154,0,370
Richmond 106,106,28,79,126,1,234
Richmond 107,107,67,240,237,0,544
Richmond 108,108,26,122,75,0,223
Richmond 109,109,12,77,68,0,157
Richmond 110,110,45,190,265,0,500
Richmond 111,111,42,218,209,0,469
Richmond 112,112,58,243,151,0,452
Richmond 115,115,15,34,53,0,102
Richmond 201,201,48,325,277,1,651
Richmond 202,202,86,628,510,4,1228
Richmond 203,203,28,136,187,2,353
Richmond 204,204,43,190,223,0,456
Richmond 207,207,88,380,321,1,790
Richmond 208,208,66,391,340,2,799
Richmond 210,210,74,353,181,0,608
Richmond 301,301,42,220,197,0,459
Richmond 302,302,12,107,130,0,249
Richmond 303,303,19,166,107,0,292
Richmond 304,304,15,88,71,0,174
Richmond 306,306,102,663,437,3,1205
Richmond 307,307,49,188,156,0,393
Richmond 308,308,5,72,59,0,136
Richmond 310,310,186,1363,811,1,2361
Richmond 401,401,75,355,213,0,643
Richmond 402,402,111,415,444,1,971
Richmond 403,403,93,558,253,0,904
Richmond 405,405,231,1902,700,2,2835
Richmond 406,406,163,1093,424,1,1681
Richmond 501,501,136,792,418,0,1346
Richmond 502,502,96,528,396,0,1020
Richmond 503,503,71,477,212,0,760
Richmond 504,504,90,427,307,1,825
Richmond 505,505,73,431,153,0,657
Richmond 506,506,118,1024,541,0,1683
Richmond 507,507,25,154,154,0,333
Richmond 601,601,97,689,377,2,1165
Richmond 602,602,17,135,98,0,250
Richmond 604,604,34,228,223,2,487
Richmond 605,605,122,597,465,1,1185
Richmond 606,606,65,409,252,1,727
Richmond 607,607,165,1215,620,4,2004
Richmond 608,608,2,5,17,0,24
Richmond 701,701,62,288,220,0,570
Richmond 702,702,23,128,186,0,337
Richmond 703,703,66,450,419,1,936
Richmond 704,704,2,54,31,0,87
Richmond 705,705,48,335,198,0,581
Richmond 706,706,56,528,221,0,805
Richmond 707,707,52,385,296,0,733
Richmond 708,708,3,34,50,0,87
Richmond 709,709,14,99,74,1,188
Richmond 801,801,3,4,11,0,18
Richmond 801B,801B,3,23,53,0,79
Richmond 802,802,55,236,284,0,575
Richmond 803,803,2,11,8,0,21
Richmond 804,804,42,361,164,1,568
Richmond 804H,804H,72,425,281,0,778
Richmond 805,805,7,150,142,0,299
Richmond 806,806,24,286,269,1,580
Richmond 807,807,37,282,192,0,511
Richmond 808,808,50,372,261,0,683
Richmond 810,810,9,88,38,0,135
Richmond 811,811,7,32,30,0,69
Rockdale BA,BA,115,1291,486,3,1895
Rockdale BT,BT,72,554,254,0,880
Rockdale CO,CO,89,860,349,1,1299
Rockdale FI,FI,196,2027,611,3,2837
Rockdale FS,FS,153,1259,364,4,1780
Rockdale HC,HC,51,514,251,0,816
Rockdale HI,HI,99,937,328,1,1365
Rockdale LA,LA,61,423,192,1,677
Rockdale LO,LO,97,1087,379,2,1565
Rockdale MA,MA,86,660,292,1,1039
Rockdale MI,MI,107,1123,402,1,1633
Rockdale OT,OT,189,1599,625,4,2417
Rockdale RO,RO,142,1514,407,0,2063
Rockdale SM,SM,108,1366,391,2,1867
Rockdale SP,SP,144,1521,468,1,2134
Rockdale ST,ST,76,912,222,1,1211
Schley Precinct One,Precinct One,54,236,94,0,384
Screven Sylvania,Sylvania,37,191,72,0,300
Screven Hunters,Hunters,8,47,31,0,86
Screven Newington,Newington,12,94,91,0,197
Screven Jenk Hill Fire Sta,Jenk Hill Fire Sta,27,190,93,0,310
Screven Rocky Ford,Rocky Ford,6,50,30,0,86
Screven Bay Branch,Bay Branch,1,55,26,0,82
Screven Hiltonia,Hiltonia,14,112,80,0,206
Screven Screven Rec Dept,Screven Rec Dept,5,67,39,0,111
Screven Greenhill Church,Greenhill Church,7,55,33,0,95
Screven Sr Citizens Center,Sr Citizens Center,28,210,147,0,385
Screven Jackson Fire Station,Jackson Fire Station,7,35,15,0,57
Screven Cooperville Fire Station,Cooperville Fire Station,7,50,37,0,94
Seminole Precinct 1,Precinct 1,6,67,67,0,140
Seminole Precinct 2,Precinct 2,12,107,69,0,188
Seminole Precinct 3,Precinct 3,22,157,142,0,321
Seminole Precinct 4,Precinct 4,7,46,51,0,104
Seminole Precinct 5,Precinct 5,7,34,33,0,74
Spalding 01,01,65,235,250,1,551
Spalding 02,02,76,305,233,0,614
Spalding 03,03,59,305,138,0,502
Spalding 05,05,76,552,340,1,969
Spalding 06,06,83,362,218,1,664
Spalding 07,07,30,163,113,0,306
Spalding 08,08,28,159,130,1,318
Spalding 09,09,10,86,60,0,156
Spalding 10,10,19,269,152,1,441
Spalding 11,11,33,344,158,1,536
Spalding 12,12,30,130,68,0,228
Spalding 13,13,25,115,85,0,225
Spalding 14,14,22,119,139,0,280
Spalding 16,16,141,820,436,0,1397
Spalding 17,17,22,176,129,0,327
Spalding 19,19,36,254,189,1,480
Spalding 20,20,18,119,71,1,209
Spalding 21,21,238,1099,220,1,1558
Stephens Senior Center,Senior Center,191,1161,409,1,1762
Stewart Richland,Richland,80,138,173,1,392
Stewart Louvale,Louvale,13,27,63,0,103
Stewart Lumpkin,Lumpkin,41,244,82,0,367
Stewart Omaha,Omaha,7,7,40,0,54
Sumter Agri-Center,Agri-Center,81,306,82,1,470
Sumter Airport,Airport,46,317,130,1,494
Sumter Andersonville,Andersonville,10,28,23,0,61
Sumter Browns Mill,Browns Mill,22,125,58,0,205
Sumter Concord,Concord,3,21,7,0,31
Sumter JROTC,JROTC,69,461,210,0,740
Sumter Leslie,Leslie,66,183,122,0,371
Sumter Plains,Plains,30,122,143,0,295
Sumter Rec Dept,Rec Dept,159,687,245,1,1092
Sumter Rees Park,Rees Park,143,578,258,0,979
Sumter Thompson,Thompson,18,80,58,0,156
Talbot ONeal,ONeal,17,79,63,0,159
Talbot Valley,Valley,20,102,113,0,235
Talbot Junction City,Junction City,29,44,77,0,150
Talbot Geneva,Geneva,24,61,83,0,168
Talbot Talbotton,Talbotton,59,209,193,0,461
Talbot Box Springs,Box Springs,16,30,58,0,104
Talbot Flint Hill,Flint Hill,64,165,182,0,411
Taliaferro Sharon,Sharon,16,22,51,0,89
Taliaferro Crawfordville,Crawfordville,78,213,102,1,394
Tattnall Cobbtown,Cobbtown,9,35,31,0,75
Tattnall Collins,Collins,14,114,58,0,186
Tattnall District II,District II,23,273,96,0,392
Tattnall District IV,District IV,41,205,144,0,390
Tattnall District V,District V,3,41,20,0,64
Tattnall East Glennville,East Glennville,35,127,87,0,249
Tattnall Manassas,Manassas,3,30,28,0,61
Tattnall Shiloh,Shiloh,6,71,31,0,108
Taylor Precinct 1,Precinct 1,48,243,161,7,459
Taylor Precinct 5,Precinct 5,23,142,49,0,214
Taylor Precinct 6,Precinct 6,94,203,174,1,472
Telfair Helena,Helena,7,80,74,0,161
Telfair Jacksonville,Jacksonville,10,23,48,0,81
Telfair Lumber-City,Lumber-City,16,47,110,0,173
Telfair McRae,McRae,89,281,150,0,520
Telfair Milan,Milan,7,25,24,0,56
Telfair Scotland,Scotland,4,14,23,0,41
Terrell Dawson ,Dawson ,158,608,352,0,1118
Terrell Sasser,Sasser,19,139,100,0,258
Terrell Bronwood,Bronwood,25,116,92,0,233
Terrell Parrott,Parrott,18,29,60,0,107
Terrell Graves,Graves,23,53,40,0,116
Terrell Herod-Dover,Herod-Dover,11,29,32,0,72
Thomas Barwick,Barwick,5,29,43,0,77
Thomas Boston,Boston,36,209,133,1,379
Thomas Central,Central,56,442,148,0,646
Thomas Coolidge,Coolidge,13,45,52,0,110
Thomas Douglass,Douglass,48,517,289,0,854
Thomas Little Ochlocknee Baptist,Little Ochlocknee Baptist,6,88,37,0,131
Thomas Fire Station #2,Fire Station #2,30,160,52,0,242
Thomas Gatlin Creek,Gatlin Creek,31,189,82,1,303
Thomas Harper,Harper,65,465,216,0,746
Thomas Jerger,Jerger,43,289,94,0,426
Thomas Meigs,Meigs,7,46,113,0,166
Thomas Merrillville,Merrillville,9,81,25,0,115
Thomas Metcalfe,Metcalfe,6,20,24,0,50
Thomas New Covenant,New Covenant,18,204,67,0,289
Thomas Ochlocknee,Ochlocknee,3,53,46,0,102
Thomas Pavo,Pavo,1,22,15,1,39
Thomas Patten,Patten,10,30,25,0,65
Thomas Remington Esc,Remington Esc,28,323,129,1,481
Thomas Resource Center,Resource Center,67,397,163,1,628
Thomas Scott,Scott,42,409,136,0,587
Tift Tifton NE,Tifton NE,48,298,155,0,501
Tift Brighton,Brighton,27,157,62,0,246
Tift Brookfield ,Brookfield ,5,59,43,0,107
Tift Chula,Chula,7,69,40,0,116
Tift Docia,Docia,2,47,26,0,75
Tift Eldorado,Eldorado,4,32,36,0,72
Tift Omega,Omega,2,26,54,0,82
Tift TY TY,TY TY,4,71,78,0,153
Tift Tifton NW,Tifton NW,39,340,160,1,540
Tift Tifton South,Tifton South,66,331,189,1,587
Tift Mott-Litman Gym,Mott-Litman Gym,72,515,277,0,864
Tift Tifton Lodge ,Tifton Lodge ,54,329,152,0,535
Toombs 15361 Lyons,15361 Lyons,57,230,121,0,408
Toombs 39 Newbranch,39 Newbranch,25,40,20,0,85
Toombs 43 Cedar Crossing,43 Cedar Crossing,4,18,13,0,35
Toombs 513 VPD,513 VPD,107,520,266,1,894
Toombs 514 STIALC,514 STIALC,91,352,197,0,640
Towns Young Harris,Young Harris,62,333,77,2,474
Towns Hiawassee,Hiawassee,150,629,109,0,888
Treutlen Annex,Annex,9,79,25,0,113
Treutlen Soperton,Soperton,73,361,162,2,598
Troup Hollis Hand,Hollis Hand,63,315,175,0,553
Troup Administration Bldg,Administration Bldg,125,473,357,0,955
Troup Hammett Rd,Hammett Rd,90,638,520,2,1250
Troup Griggs Center,Griggs Center,106,385,330,3,824
Troup West Point,West Point,70,123,364,2,559
Troup Hogansville,Hogansville,67,255,380,0,702
Troup East Vernon,East Vernon,26,204,156,0,386
Troup Rosemont,Rosemont,43,292,153,0,488
Troup McClendon,McClendon,46,311,180,0,537
Troup Long Cane,Long Cane,46,258,194,0,498
Troup Gardner Newman,Gardner Newman,55,386,238,1,680
Troup Gray Hill,Gray Hill,16,120,139,0,275
Troup Highland,Highland,40,296,148,1,485
Troup Northside,Northside,47,343,224,0,614
Turner Ashburn,Ashburn,52,564,276,1,893
Turner Sycamore,Sycamore,4,125,63,0,192
Turner Rebecca,Rebecca,4,38,25,0,67
Twiggs Dry Branch,Dry Branch,13,62,65,0,140
Twiggs Golden Isles,Golden Isles,106,209,254,5,574
Twiggs Higgsville,Higgsville,6,59,54,0,119
Twiggs Jeffersonville-Ware,Jeffersonville-Ware,99,263,172,0,534
Twiggs Shady Grove-Tarvers,Shady Grove-Tarvers,53,101,80,0,234
Union Blairsville,Blairsville,56,230,63,0,349
Union Coosa,Coosa,33,149,51,0,233
Union Choestoe,Choestoe,26,118,43,0,187
Union Jones Creek,Jones Creek,36,161,70,0,267
Union Owltown,Owltown,24,163,53,0,240
Union Ivy Log,Ivy Log,31,170,58,0,259
Union Suches,Suches,12,32,32,0,76
Union Trackrock,Trackrock,32,96,41,0,169
Union Dooley,Dooley,21,144,72,0,237
Union Gumlog,Gumlog,33,177,48,0,258
Union Pat Colwell,Pat Colwell,30,256,60,0,346
Upson Yatesville,Yatesville,21,97,90,0,208
Upson Salem,Salem,20,100,105,0,225
Upson Redbone,Redbone,126,659,232,0,1017
Upson Town,Town,217,1063,442,1,1723
Walker La Fayette,La Fayette,70,313,236,0,619
Walker Walnut Grove,Walnut Grove,10,71,56,0,137
Walker Rock Spring,Rock Spring,66,308,176,0,550
Walker Armuchee Valley,Armuchee Valley,10,36,79,0,125
Walker Mountain,Mountain,15,64,75,0,154
Walker Chattanooga Valley,Chattanooga Valley,111,346,304,0,761
Walker Kensington,Kensington,15,70,68,0,153
Walker Rossville,Rossville,80,348,272,0,700
Walker Chickamauga,Chickamauga,69,340,215,0,624
Walker Fairyland,Fairyland,14,134,129,0,277
Walker Fairview,Fairview,28,134,115,0,277
Walton Bold Springs,Bold Springs,48,383,201,0,632
Walton Whatley,Whatley,20,67,59,0,146
Walton Walker Park,Walker Park,47,219,138,0,404
Walton Gratis,Gratis,20,51,50,0,121
Walton Between,Between,54,414,204,2,674
Walton Walnut Grove,Walnut Grove,42,171,98,0,311
Walton Loganvile North,Loganvile North,49,538,269,0,856
Walton Social Circle,Social Circle,72,481,217,0,770
Walton South Monroe,South Monroe,60,363,182,1,606
Walton North Monroe,North Monroe,107,645,391,1,1144
Walton Loganville South,Loganville South,60,372,211,0,643
Walton West Walton,West Walton,46,337,234,0,617
Walton Broken Arrow,Broken Arrow,46,287,150,0,483
Walton Bay Creek,Bay Creek,36,280,119,0,435
Walton E Monroe,E Monroe,40,392,279,2,713
Walton W Monroe,W Monroe,18,169,88,0,275
Walton Tara,Tara,58,824,308,0,1190
Walton Mountain,Mountain,18,87,77,0,182
Walton Jersey,Jersey,11,66,69,0,146
Walton Blasingame,Blasingame,20,42,30,0,92
Walton Good Hope,Good Hope,28,140,94,0,262
Ware 100 - City Auditorium,100 - City Auditorium,197,995,272,0,1464
Ware 200A - Memorial Stadium,200A - Memorial Stadium,64,409,131,0,604
Ware 200B - City Auditorium,200B - City Auditorium,17,96,39,0,152
Ware 300 - Ware BoE Transportation,300 - Ware BoE Transportation,51,256,112,0,419
Ware 304 - Ware BoE Learning Center,304 - Ware BoE Learning Center,3,23,20,0,46
Ware 400 - Second Baptist Church,400 - Second Baptist Church,8,20,59,0,87
Ware 404 - Bickley UM Church,404 - Bickley UM Church,8,8,12,0,28
Ware 405 - Haywood Baptist Church,405 - Haywood Baptist Church,2,8,6,0,16
Ware 406 - Jamestown Baptist Church,406 - Jamestown Baptist Church,6,44,26,0,76
Ware 407 - Manor Commmunity Center,407 - Manor Commmunity Center,2,5,11,0,18
Ware 408 - Millwood Baptist Church,408 - Millwood Baptist Church,1,5,11,0,17
Ware 409 - Waresboro Church of God,409 - Waresboro Church of God,2,30,17,0,49
Warren Warrenton,Warrenton,141,583,392,1,1117
Washington Riddleville,Riddleville,16,51,57,0,124
Washington Warthen,Warthen,18,55,104,0,177
Washington Tennille,Tennille,79,398,317,0,794
Washington Oconee,Oconee,24,64,68,0,156
Washington Harrison,Harrison,25,88,92,0,205
Washington Davisboro,Davisboro,22,66,112,0,200
Washington Sandersville,Sandersville,333,1151,557,1,2042
Washington Deepstep,Deepstep,18,33,44,0,95
Wayne Odum,Odum,11,26,41,0,78
Wayne Madray Springs,Madray Springs,5,35,9,0,49
Wayne Oglethorpe,Oglethorpe,4,84,29,0,117
Wayne Screven,Screven,10,63,61,0,134
Wayne Empire,Empire,8,31,18,0,57
Wayne Red Hill,Red Hill,4,67,25,0,96
Wayne Altamaha,Altamaha,21,181,69,0,271
Wayne Gardi,Gardi,9,29,30,0,68
Wayne VFW,VFW,30,263,81,1,375
Wayne Pine Street,Pine Street,12,138,71,0,221
Wayne Unity,Unity,15,194,85,0,294
Wayne Rec Center,Rec Center,13,142,99,0,254
Webster Preston 1,Preston 1,73,202,166,1,442
Wheeler Alamo,Alamo,30,187,127,1,345
Wheeler Glenwood,Glenwood,12,90,87,0,189
White Blue Creek,Blue Creek,36,200,86,0,322
White Blue Ridge,Blue Ridge,6,56,35,0,97
White Robertstown-Helen,Robertstown-Helen,8,86,46,0,140
White Mossy Creek,Mossy Creek,13,117,83,0,213
White Mt Yonah,Mt Yonah,37,296,105,0,438
White Nacoochee,Nacoochee,48,162,89,0,299
