ID,Counties,Absentee by Mail Votes,Advance Voting Votes,Election Day Votes,Provisional Votes,Total
Taylor Precinct 1,Precinct 1,5,63,46,1,115
Taylor Precinct 5,Precinct 5,42,808,345,6,1201
Taylor Precinct 6,Precinct 6,29,489,303,0,821
Telfair Helena,Helena,12,195,156,0,363
Telfair Jacksonville,Jacksonville,20,117,185,0,322
Telfair Lumber-City,Lumber-City,10,116,190,0,316
Telfair McRae,McRae,45,489,244,0,778
Telfair Milan,Milan,25,194,269,0,488
Telfair Scotland,Scotland,0,50,116,0,166
Terrell Dawson ,Dawson ,30,219,111,0,360
Terrell Sasser,Sasser,17,267,316,0,600
Terrell Bronwood,Bronwood,10,117,145,0,272
Terrell Parrott,Parrott,5,51,142,0,198
Terrell Graves,Graves,19,95,142,0,256
Terrell Herod-Dover,Herod-Dover,1,31,77,0,109
Thomas Barwick,Barwick,7,169,170,0,346
Thomas Boston,Boston,11,266,207,0,484
Thomas Central,Central,45,997,434,0,1476
Thomas Coolidge,Coolidge,5,165,284,1,455
Thomas Douglass,Douglass,6,134,53,1,194
Thomas Little Ochlocknee Baptist,Little Ochlocknee Baptist,14,314,291,1,620
Thomas Fire Station #2,Fire Station #2,29,526,204,0,759
Thomas Gatlin Creek,Gatlin Creek,26,591,353,1,971
Thomas Harper,Harper,4,187,71,0,262
Thomas Jerger,Jerger,41,583,173,0,797
Thomas Meigs,Meigs,6,118,148,1,273
Thomas Merrillville,Merrillville,9,198,117,0,324
Thomas Metcalfe,Metcalfe,3,51,91,0,145
Thomas New Covenant,New Covenant,31,638,313,1,983
Thomas Ochlocknee,Ochlocknee,5,251,322,0,578
Thomas Pavo,Pavo,4,112,94,1,211
Thomas Patten,Patten,5,107,236,0,348
Thomas Remington Esc,Remington Esc,32,508,256,1,797
Thomas Resource Center,Resource Center,3,44,16,1,64
Thomas Scott,Scott,32,707,236,0,975
Tift Tifton NE,Tifton NE,35,720,291,3,1049
Tift Brighton,Brighton,30,821,492,1,1344
Tift Brookfield ,Brookfield ,10,369,373,0,752
Tift Chula,Chula,15,356,437,0,808
Tift Docia,Docia,11,344,325,0,680
Tift Eldorado,Eldorado,9,325,377,1,712
Tift Omega,Omega,1,89,254,0,344
Tift TY TY,TY TY,12,258,290,0,560
Tift Tifton NW,Tifton NW,42,954,447,0,1443
Tift Tifton South,Tifton South,14,231,89,0,334
Tift Mott-Litman Gym,Mott-Litman Gym,7,145,60,0,212
Tift Tifton Lodge ,Tifton Lodge ,38,782,360,0,1180
Toombs 15361 Lyons,15361 Lyons,60,856,446,0,1362
Toombs 39 Newbranch,39 Newbranch,24,397,407,1,829
Toombs 43 Cedar Crossing,43 Cedar Crossing,26,307,433,0,766
Toombs 513 VPD,513 VPD,109,1464,689,1,2263
Toombs 514 STIALC,514 STIALC,59,827,416,0,1302
Towns Young Harris,Young Harris,91,1064,653,3,1811
Towns Hiawassee,Hiawassee,235,3021,997,2,4255
Treutlen Annex,Annex,29,678,386,2,1095
Treutlen Soperton,Soperton,36,364,269,0,669
Troup Hollis Hand,Hollis Hand,109,1011,689,2,1811
Troup Administration Bldg,Administration Bldg,32,225,180,0,437
Troup Hammett Rd,Hammett Rd,47,357,335,0,739
Troup Griggs Center,Griggs Center,7,36,25,0,68
Troup West Point,West Point,11,72,243,0,326
Troup Hogansville,Hogansville,45,556,876,0,1477
Troup East Vernon,East Vernon,59,765,846,2,1672
Troup Rosemont,Rosemont,74,1100,992,2,2168
Troup McClendon,McClendon,55,823,848,0,1726
Troup Long Cane,Long Cane,38,549,863,1,1451
Troup Gardner Newman,Gardner Newman,37,502,399,1,939
Troup Gray Hill,Gray Hill,16,237,532,2,787
Troup Highland,Highland,17,222,159,0,398
Troup Northside,Northside,47,511,307,0,865
Turner Ashburn,Ashburn,12,283,135,0,430
Turner Sycamore,Sycamore,16,665,290,1,972
Turner Rebecca,Rebecca,5,356,230,1,592
Twiggs Dry Branch,Dry Branch,16,187,391,0,594
Twiggs Golden Isles,Golden Isles,13,155,234,0,402
Twiggs Higgsville,Higgsville,12,140,208,0,360
Twiggs Jeffersonville-Ware,Jeffersonville-Ware,10,179,154,0,343
Twiggs Shady Grove-Tarvers,Shady Grove-Tarvers,7,135,139,0,281
Union Blairsville,Blairsville,64,857,407,0,1328
Union Coosa,Coosa,47,835,557,0,1439
Union Choestoe,Choestoe,54,421,418,0,893
Union Jones Creek,Jones Creek,39,628,598,1,1266
Union Owltown,Owltown,38,546,343,0,927
Union Ivy Log,Ivy Log,53,761,568,1,1383
Union Suches,Suches,13,73,274,0,360
Union Trackrock,Trackrock,29,403,264,0,696
Union Dooley,Dooley,24,491,476,0,991
Union Gumlog,Gumlog,47,791,523,1,1362
Union Pat Colwell,Pat Colwell,73,910,495,0,1478
Upson Yatesville,Yatesville,9,256,453,0,718
Upson Salem,Salem,2,21,19,1,43
Upson Redbone,Redbone,160,2583,1140,1,3884
Upson Town,Town,117,1635,699,0,2451
Walker La Fayette,La Fayette,111,1334,1123,3,2571
Walker Walnut Grove,Walnut Grove,30,468,597,0,1095
Walker Rock Spring,Rock Spring,115,1807,1217,1,3140
Walker Armuchee Valley,Armuchee Valley,11,133,618,2,764
Walker Mountain,Mountain,17,138,445,1,601
Walker Chattanooga Valley,Chattanooga Valley,140,1309,1285,2,2736
Walker Kensington,Kensington,13,161,449,0,623
Walker Rossville,Rossville,82,1066,789,0,1937
Walker Chickamauga,Chickamauga,100,1936,1265,0,3301
Walker Fairyland,Fairyland,20,255,334,0,609
Walker Fairview,Fairview,46,461,528,2,1037
Walton Bold Springs,Bold Springs,78,1254,1280,1,2613
Walton Whatley,Whatley,37,509,391,0,937
Walton Walker Park,Walker Park,89,1064,923,0,2076
Walton Gratis,Gratis,31,379,459,0,869
Walton Between,Between,69,1537,1177,0,2783
Walton Walnut Grove,Walnut Grove,25,634,643,0,1302
Walton Loganvile North,Loganvile North,85,1138,700,0,1923
Walton Social Circle,Social Circle,56,1255,777,0,2088
Walton South Monroe,South Monroe,72,1027,490,0,1589
Walton North Monroe,North Monroe,40,540,475,0,1055
Walton Loganville South,Loganville South,71,851,510,0,1432
Walton West Walton,West Walton,59,1160,852,1,2072
Walton Broken Arrow,Broken Arrow,68,1091,872,0,2031
Walton Bay Creek,Bay Creek,60,1044,616,1,1721
Walton E Monroe,E Monroe,46,622,557,0,1225
Walton W Monroe,W Monroe,31,689,459,2,1181
Walton Tara,Tara,42,845,448,0,1335
Walton Mountain,Mountain,45,390,518,0,953
Walton Jersey,Jersey,24,497,709,0,1230
Walton Blasingame,Blasingame,20,263,439,1,723
Walton Good Hope,Good Hope,40,529,860,0,1429
Ware 100 - City Auditorium,100 - City Auditorium,35,289,131,0,455
Ware 200A - Memorial Stadium,200A - Memorial Stadium,90,1158,355,0,1603
Ware 200B - City Auditorium,200B - City Auditorium,31,247,68,0,346
Ware 300 - Ware BoE Transportation,300 - Ware BoE Transportation,102,889,526,1,1518
Ware 304 - Ware BoE Learning Center,304 - Ware BoE Learning Center,15,189,188,0,392
Ware 400 - Second Baptist Church,400 - Second Baptist Church,8,229,603,0,840
Ware 404 - Bickley UM Church,404 - Bickley UM Church,9,68,173,1,251
Ware 405 - Haywood Baptist Church,405 - Haywood Baptist Church,6,112,246,0,364
Ware 406 - Jamestown Baptist Church,406 - Jamestown Baptist Church,23,394,433,0,850
Ware 407 - Manor Commmunity Center,407 - Manor Commmunity Center,12,98,250,0,360
Ware 408 - Millwood Baptist Church,408 - Millwood Baptist Church,2,56,230,1,289
Ware 409 - Waresboro Church of God,409 - Waresboro Church of God,15,257,315,0,587
Warren Warrenton,Warrenton,62,667,334,0,1063
Washington Riddleville,Riddleville,8,90,153,0,251
Washington Warthen,Warthen,8,96,179,0,283
Washington Tennille,Tennille,32,360,262,1,655
Washington Oconee,Oconee,9,59,143,0,211
Washington Harrison,Harrison,16,166,240,1,423
Washington Davisboro,Davisboro,19,119,181,0,319
Washington Sandersville,Sandersville,107,1068,503,0,1678
Washington Deepstep,Deepstep,8,63,207,0,278
Wayne Odum,Odum,17,305,486,1,809
Wayne Madray Springs,Madray Springs,23,364,335,0,722
Wayne Oglethorpe,Oglethorpe,29,498,388,0,915
Wayne Screven,Screven,23,391,585,0,999
Wayne Empire,Empire,22,286,308,0,616
Wayne Red Hill,Red Hill,12,219,190,0,421
Wayne Altamaha,Altamaha,39,686,327,0,1052
Wayne Gardi,Gardi,28,229,368,0,625
Wayne VFW,VFW,11,64,49,0,124
Wayne Pine Street,Pine Street,19,226,123,0,368
Wayne Unity,Unity,48,409,297,0,754
Wayne Rec Center,Rec Center,31,348,386,0,765
Webster Preston 1,Preston 1,65,423,220,0,708
Wheeler Alamo,Alamo,30,411,334,2,777
Wheeler Glenwood,Glenwood,16,240,285,0,541
White Blue Creek,Blue Creek,66,677,549,0,1292
White Blue Ridge,Blue Ridge,23,297,254,0,574
White Robertstown-Helen,Robertstown-Helen,18,229,243,0,490
White Mossy Creek,Mossy Creek,60,863,831,1,1755
White Mt Yonah,Mt Yonah,106,1412,747,1,2266
White Nacoochee,Nacoochee,46,463,283,0,792
White Shoal Creek,Shoal Creek,42,623,609,0,1274
White Tesnatee,Tesnatee,35,391,251,0,677
White Town Creek,Town Creek,35,419,417,0,871
White White Creek,White Creek,49,496,463,0,1008
Whitefield 1A,1A,40,213,200,0,453
Whitefield 2A,2A,36,661,541,1,1239
Whitefield 3A,3A,31,420,442,0,893
Whitefield 4A,4A,25,530,482,1,1038
Whitefield 5A,5A,6,60,150,0,216
Whitefield 6A,6A,6,69,82,0,157
Whitefield AN,AN,11,154,271,0,436
Whitefield CA,CA,18,194,542,1,755
Whitefield CO,CO,9,159,535,2,705
Whitefield DG,DG,50,462,797,1,1310
Whitefield ES,ES,13,173,302,0,488
Whitefield FI,FI,28,224,497,0,749
Whitefield GL,GL,30,363,508,1,902
Whitefield LT,LT,23,237,399,1,660
Whitefield MC,MC,13,261,606,1,881
Whitefield NI,NI,22,339,797,1,1159
Whitefield PG,PG,84,810,989,0,1883
Whitefield TH,TH,45,565,1038,2,1650
Whitefield TI,TI,1,56,249,1,307
Whitefield TR,TR,22,264,520,0,806
Whitefield UT,UT,7,135,415,0,557
Whitefield VA,VA,63,861,1446,6,2376
Whitefield WS,WS,41,527,730,1,1299
Wilcox Rochelle North #1,Rochelle North #1,3,25,34,0,62
Wilcox Abbeville North #2,Abbeville North #2,3,75,54,0,132
Wilcox Pineview #2,Pineview #2,8,65,160,0,233
Wilcox Pitts #3,Pitts #3,8,147,310,0,465
Wilcox Rochelle South #4,Rochelle South #4,18,236,306,0,560
Wilcox Abbeville South #5,Abbeville South #5,34,329,183,0,546
Wilkes Senior Citizen Center,Senior Citizen Center,20,209,120,0,349
Wilkes Young Famer's Bldg,Young Famer's Bldg,21,362,270,0,653
Wilkes Metasville Fire Sta,Metasville Fire Sta,10,129,180,0,319
Wilkes Edward B Pope Center,Edward B Pope Center,7,94,67,0,168
Wilkes Rayle City Hall,Rayle City Hall,1,68,175,0,244
Wilkes Courthouse,Courthouse,16,317,109,1,443
Wilkes Tignall Sch Lunch Rm,Tignall Sch Lunch Rm,7,120,242,0,369
Wilkenson Bloodworth,Bloodworth,5,65,229,0,299
Wilkenson Griffin,Griffin,4,23,87,0,114
Wilkenson High Hill,High Hill,1,19,83,0,103
Wilkenson Irwinton,Irwinton,10,130,119,0,259
Wilkenson Ivey,Ivey,20,95,339,0,454
Wilkenson Lord,Lord,12,79,184,0,275
Wilkenson Midway,Midway,7,48,54,0,109
Wilkenson Ramah,Ramah,21,155,353,0,529
Wilkenson Turkey Creek,Turkey Creek,6,44,174,0,224
Worth Sylvester ,Sylvester ,16,312,219,1,548
Worth Scooterville ,Scooterville ,3,88,274,0,365
Worth Minton,Minton,16,259,352,1,628
Worth Bridgeboro,Bridgeboro,8,156,247,0,411
Worth County Line,County Line,7,120,204,0,331
Worth Isabella ,Isabella ,13,243,268,0,524
Worth Sylvester East,Sylvester East,20,418,405,2,845
Worth Poulan ,Poulan ,6,177,278,0,461
Worth Sumner,Sumner,8,160,292,1,461
Worth Red Rock,Red Rock,10,144,325,0,479
Worth Doles,Doles,4,72,145,1,222
Worth Warwick,Warwick,8,83,283,0,374
